logFC..nacl...control	logFC..h2o2...control	logFC..sorb...control	logCPM	F	PValue	FDR
KAF5827614	-0.681326469118935	-0.0296187779119809	-0.207113962993752	5.7095322036851	16.8563172280216	0.00012245536472759	0.00189775353794251
KAF5826035	1.01111374585732	-0.242805408789611	0.538115399041602	3.40360755639158	16.7730802817364	0.000125422966988338	0.00193892080480731
KAF5832354	-1.22534639657534	0.0522797428817043	-0.373955022552172	7.0414404267921	16.7506561143563	0.000126236691106138	0.00194327080736961
KAF5843797	-0.626895243764935	-0.202268405369787	-0.529940408159578	6.84205889427223	16.7481449215026	0.00012632819855292	0.00194327080736961
KAF5842636	-0.762479983133946	0.159164342907705	-0.0754141735275241	6.50703914965115	16.7366392586369	0.00012674845072986	0.00194493312326854
KAF5829950	-0.835014967654854	-0.0323908283873942	0.0468085586565172	5.29866507573805	16.7124164213404	0.000127638532910625	0.00195298570786704
KAF5832489	-1.20268666436154	-0.0649533889057588	-1.08898023229206	5.81371846313722	16.7053330549483	0.000127900187609912	0.00195298570786704
KAF5830826	-0.963591591592739	0.283320926540025	0.0187480512791528	4.65866421921304	16.6930400128807	0.000128355766436118	0.00195383472127928
KAF5839459	-1.35670453911283	-0.0470453155287225	-0.449270994630206	2.91298036173941	16.6850677150315	0.00012865222785414	0.00195383472127928
KAF5825237	-2.93253358081436	0.338548019126025	-0.649693533881876	2.64483235329604	16.6785111391669	0.000128896640520993	0.00195383472127928
KAF5827014	-0.671858324446771	0.144669614617361	-0.308040936332097	7.35551386209083	16.6479389861193	0.000130043447544655	0.00196643368495923
KAF5829248	-1.62039988211905	0.0175156364845117	-0.7127928097702	5.42026692921283	16.6196357354876	0.000131115735382938	0.00197784753374262
KAF5829388	-0.842184976965042	-0.152125636268703	-0.475011341594509	6.16142714828601	16.5735826781846	0.000132882545336424	0.00199965762668097
KAF5835934	0.640912677706973	-0.0906253307179399	0.0976659837184813	6.91136102367272	16.5499395308013	0.000133800356053476	0.00200861739328471
KAF5831364	0.346843356966278	0.299776218757657	-0.671680882059924	6.52103155479946	16.4965834685605	0.000135898829754952	0.00202469923574513
KAF5837024	-2.6128485894088	-0.0218462337904696	-0.838148478563076	0.359232847673637	16.496029418603	0.000135920820271268	0.00202469923574513
KAF5831447	-0.692309166384153	0.071009808615643	-0.510033160135823	5.21499825310136	16.4905129994288	0.00013613999555636	0.00202469923574513
KAF5836809	-2.29696425005234	-0.374444929762309	-1.64038100236978	2.62836683413769	16.4897187558202	0.000136171585839038	0.00202469923574513
KAF5830315	0.230061321482013	0.504445360423537	-0.85027457108763	2.74648961220171	16.4560387575153	0.000137519055280702	0.00203986598666375
KAF5827065	-2.16275471607048	0.115175577047984	-0.856129465923554	1.66354758598385	16.4361616195623	0.000138321575329853	0.00204265781963631
KAF5835073	-0.555402562851508	0.266457410472478	-0.187526569627827	5.6496968516382	16.4351388039923	0.000138363017638286	0.00204265781963631
KAF5832623	-0.432935233896681	0.131574018354115	-0.299426067208484	7.85225448530668	16.4167695850883	0.000139109763450828	0.00204882701252638
KAF5842448	1.77969347275369	0.244198463855238	0.852213438820302	2.19571114825894	16.3890488584878	0.000140245559403149	0.0020593280876893
KAF5842025	-1.66670678621656	0.392459060789779	-0.358343688313896	2.77959492992402	16.3794962419712	0.000140639453020403	0.0020593280876893
KAF5840856	0.210794628327807	0.0923092099714707	0.604859377834927	6.79634063554653	16.3752632354378	0.000140814408564308	0.0020593280876893
KAF5832117	-0.805763460847601	-0.00319265727462166	-0.227461999319857	5.24412998479989	16.3446863474343	0.00014208573558404	0.00207305417491468
KAF5832488	-1.42305423947609	-0.166943676993336	-1.33926064443806	4.35035064896776	16.3224548161303	0.000143018463530905	0.00208178744812509
KAF5832966	-1.38915771485845	-0.269047197146267	-1.04182775111899	3.615980835338	16.3061766915556	0.000143705932504515	0.00208691832052012
KAF5835273	-1.05138716641925	0.23194831304722	0.0987673635985729	4.12769393410039	16.2939391588618	0.000144225287750582	0.00208958963415379
KAF5838024	-0.895272944534709	-0.124941101473854	-0.875694992655719	4.72835605551707	16.2671162106842	0.000145371296365588	0.00209847402646857
KAF5840901	-0.720791233989063	-0.18028442431548	-0.614258295443053	4.56230075966446	16.2638361156849	0.000145512163633133	0.00209847402646857
KAF5839799	-1.47188964539775	-0.277896648309968	-1.20825971916952	3.65417746739992	16.1935073999212	0.000148571043258775	0.00213763879792648
KAF5839968	-0.680749866556693	-0.0499922443695553	-0.260699065808026	7.43909337312328	16.1711268292351	0.000149560105161479	0.00214242783274914
KAF5840228	1.52310956141775	0.133914470594037	0.852612436543132	1.211333657372	16.1704154027459	0.000149591670504956	0.00214242783274914
KAF5838799	-1.5915562094622	-0.372719679393718	-0.478606155851898	4.93769413281411	16.1584913236176	0.000150121885965451	0.00214509025129532
KAF5841186	-0.975385976674159	0.0801337446282794	-0.711854830165728	4.31627130465569	16.1228606088014	0.000151719310805808	0.00216295493437112
KAF5836853	0.794275660365037	0.0101929574673264	0.364337061587755	4.23545578959671	16.0970920049112	0.000152886913247983	0.00217462435966881
KAF5829990	-1.47027793404166	0.328622941792845	-0.0210953711118144	3.60940380322889	16.028493703165	0.000156046466568411	0.00221355928695898
KAF5839164	-0.619772843960874	-0.0713470385774934	0.019849728422073	6.94027092183042	16.0223131670468	0.000156334845306894	0.00221355928695898
KAF5838377	-1.53489481378381	0.522529212517871	-1.0309777222616	0.888297457449665	15.966022036352	0.000158990071044575	0.00224605020999478
KAF5835313	1.99827093262833	0.480014422889479	1.3044401243185	1.17843575268051	15.9307897908162	0.000160678644371366	0.00226476912767785
KAF5840931	-1.4183334325266	-0.112354253767285	-0.931807019141442	2.55689475353111	15.8878073119634	0.000162766983870625	0.00228902552937696
KAF5828439	-0.58674725156678	0.379455662920321	-0.0399163099717505	6.12903402303598	15.8759610057155	0.000163348083992973	0.00229202379116267
KAF5833864	-1.05464408526308	0.145838938638237	-1.79085096477	2.29887036337011	15.8323319459381	0.00016550913876059	0.00231712794264826
KAF5843718	2.14788629518095	-0.200830152165525	0.794996590278697	0.56758133893991	15.7967047371595	0.000167298530551757	0.00233692790434405
KAF5841952	-1.39097664791312	0.23440903542272	-0.470019914610812	2.6181806433851	15.774985883258	0.000168400406537658	0.00234705712020047
KAF5830822	-0.606812809973164	0.175715955893204	-0.207595221021597	6.58137894941848	15.7519208167969	0.000169579833263368	0.00235821955631871
KAF5836466	0.869019114233356	0.592647808734882	0.873543487538905	5.32067888211453	15.7327712648808	0.00017056634433258	0.00236407511746162
KAF5828562	-0.615402915519874	-0.0608706985919398	-1.06631068280145	3.74534769076941	15.7133309083436	0.000171574670243204	0.00236407511746162
KAF5831882	-0.536156231757523	0.542740994813875	0.0232551150758207	4.74838174930928	15.7071207029228	0.000171898238878028	0.00236407511746162
KAF5831883	-0.536156231757523	0.542740994813875	0.0232551150758207	4.74838174930928	15.7071207029228	0.000171898238878028	0.00236407511746162
KAF5831884	-0.536156231757523	0.542740994813875	0.0232551150758207	4.74838174930928	15.7071207029228	0.000171898238878028	0.00236407511746162
KAF5843595	1.67424228435522	0.318418642764904	0.855431752971095	2.28249653510715	15.664573259074	0.000174134262289131	0.00238676637331193
KAF5830928	-0.708841072349967	0.237457722799937	-0.192142044711457	5.09612134686503	15.6611732885579	0.000174314398050871	0.00238676637331193
KAF5836451	-0.84628981745409	0.0301666843978474	-0.456760068231663	4.76415549605936	15.6373764789281	0.000175581274462497	0.00239884065767842
KAF5838008	1.47883938512175	0.125739076630463	0.709609927968237	5.63455479658492	15.594894234786	0.000177869631136565	0.00242478731286828
KAF5843030	-0.629217815501234	-0.0897560087335693	0.120506908253464	7.62749164932876	15.5661073317253	0.000179439991670988	0.00244085403517523
KAF5840403	-2.04525869366893	-0.244464470060558	-1.18320778768255	3.49526491631475	15.5146193737203	0.000182289113443629	0.00247420735676211
KAF5837808	-2.05525972548676	-0.469699007358913	-1.05571654831584	1.72356194460712	15.4974853617581	0.000183248878157198	0.00248182719765074
KAF5833673	-0.454199271592298	-0.0909496515277028	-0.0552892795960291	8.78747182476268	15.4251691022274	0.000187364974021506	0.00253206895478087
KAF5826114	-0.654930140381696	0.214933786898836	-0.130051904259288	8.83326279060518	15.4165841081553	0.000187860718320403	0.00253327332280544
KAF5831045	-1.47822935116043	-0.465883114724406	-0.738490353881503	6.99271351476016	15.3739377051461	0.000190346078453771	0.00256124420899999
KAF5833672	-0.468950603370568	-0.106530871457067	-0.0706030438874052	8.44067991662533	15.3040398775254	0.000194502791316151	0.00261153532305952
KAF5835637	-5.09352032479683	-0.050350140046666	-1.44742511574566	-0.425016289794431	15.2653373917536	0.000196849740098156	0.00263736318454088
KAF5836253	0.860450780506734	0.0305955549348392	0.180505364475077	4.43251114511161	15.2509082879074	0.000197733148455002	0.00264351398041772
KAF5833524	1.44709289565133	0.34262432735806	1.10776964638573	4.67841428956239	15.2385443518148	0.000198493788320522	0.00264550061421331
KAF5841509	4.78494353850689	-0.159171310442407	3.43664753857789	1.51987672577318	15.233056670483	0.000198832485111864	0.00264550061421331
KAF5835980	-1.23786193567076	0.136506467109394	0.253687489304693	2.99072586105634	15.2225535896446	0.000199482605669091	0.00264550061421331
KAF5836008	1.08338150258656	-0.136130357904459	0.142176393704092	5.06632349596993	15.220978669919	0.00019958030315895	0.00264550061421331
KAF5825954	1.85843506485512	-0.179993559412453	1.10422463695094	1.41214278814799	15.2106844340102	0.00020022026097859	0.00264834867493974
KAF5834586	-1.3552621529274	0.121455423079426	-0.213878794081742	4.45602066867761	15.1972261179121	0.000201060521699564	0.0026522471907171
KAF5838456	-0.0682608313533322	-0.275348928672356	-0.0408752218903343	13.4862821013164	15.1923425085883	0.000201366440001475	0.0026522471907171
KAF5832893	-1.256338968944	-0.0742367797456014	-1.26586975773866	5.36079376087234	15.1777408511211	0.000202284348613564	0.00265696140199152
KAF5833060	-3.20810459613122	-0.351628920869912	-1.42948306176246	2.4406660759201	15.1712957140747	0.000202691058613993	0.00265696140199152
KAF5840375	-0.780928725087135	0.110701619694203	-0.536605720582541	6.90889972232564	15.1616913389431	0.000203298892974749	0.00265696140199152
KAF5832823	-1.09198815733228	0.243359116805718	-0.029157182009457	4.7691085805884	15.1596198257907	0.000203430271067408	0.00265696140199152
KAF5835536	0.637690534727619	0.0101056325144145	-0.0177952398797448	6.1461498812993	15.137110154572	0.000204864248098244	0.00267009260596665
KAF5835979	-1.22622314517618	0.132013800461279	0.248600889383822	2.93622787926063	15.1033646046396	0.000207036086065483	0.00269191481429306
KAF5836128	-0.780397575915717	0.117247895712484	-0.365603121412654	5.23367069409905	15.0977081375562	0.000207402746526592	0.00269191481429306
KAF5831383	1.15119748290492	-0.185883554893505	0.20667300101054	3.37646030051908	15.0779039250415	0.000208692448138019	0.00270302276902258
KAF5839854	0.720966128503506	0.137010635989539	0.0640195798539315	7.5446106872763	15.0242924928209	0.000212230827444796	0.00274314949166199
KAF5841112	0.219427687391724	-0.0639293304320954	0.161184624751152	13.2697919129321	14.906060857562	0.000220283684351511	0.00284134027641804
KAF5828582	-1.72164380003078	-0.0492367600791007	-1.42821139708361	0.482265214798306	14.8453633912174	0.000224555606080923	0.00289045749149618
KAF5839691	-2.21808317617159	-0.303603916644496	-1.00918509816762	1.18624769137749	14.7830636721571	0.000229040821626941	0.00293746704970759
KAF5842832	-0.524364490742277	0.234243735191326	-0.0855171382129877	5.06360690307143	14.7815550302409	0.000229150720089549	0.00293746704970759
KAF5843707	1.72949922753467	-0.319205796961072	0.619752469046306	4.82733249356382	14.7606265317933	0.000230681620031568	0.00295101949239563
KAF5827157	1.07201177291951	-0.141321309502707	0.824624131529929	3.94856425106103	14.7389051011167	0.000232283115130555	0.00296541763783475
KAF5825851	-1.69973300189297	0.425383930273769	-0.987573939415538	1.95747372209521	14.7302088797365	0.000232927898824821	0.00296756811795222
KAF5826958	-0.725287994066332	-0.00655384535559336	-0.247654409558703	6.60484887318258	14.7146558210189	0.000234086281924433	0.00297623987018208
KAF5836791	1.7737060685296	0.296767492233004	0.508698726937912	2.33968356005207	14.6954753555695	0.000235524069305548	0.00298842149037386
KAF5835493	-1.18092607471915	-0.520590966265462	-0.740625072013979	8.84196661288703	14.674343868432	0.000237120011817945	0.00300255624720691
KAF5831788	-1.27519264036399	0.0700813295006156	-0.556929715123441	3.48859704970917	14.6564099308446	0.000238484332997111	0.00301370668270183
KAF5839411	0.977512061680302	0.166515595842584	0.816706482557104	4.17101901681718	14.6281345629641	0.000240653962987094	0.00303496799475627
KAF5830191	-0.458283899055397	-0.348847879429033	-0.229598342383842	10.3650831739338	14.6066669667009	0.000242316554612681	0.00304976188936768
KAF5843585	-0.136218859036664	0.150660927174619	0.452856872018275	7.44453061468276	14.5639795907599	0.000245662396094306	0.00308563856384582
KAF5833321	-1.74344979655368	-0.539822408026456	-0.310966675327299	2.54846598708651	14.5483792936311	0.000246898531507984	0.00309492525411417
KAF5843705	1.01572618546522	-1.26136637477813	0.479865860359283	1.57633044566685	14.427955848652	0.000256687935883591	0.00321117638665617
KAF5835794	1.427316063301	0.274395623654915	0.810537952608724	2.0700269049289	14.4155031273348	0.000257725751990919	0.00321769826633953
KAF5834777	-1.2010469751395	0.122068898407409	-0.766691676385124	3.0458726648912	14.4049251636471	0.000258611159028711	0.00322229504149773
KAF5837923	1.48745155682604	0.570253265822144	0.493561439871994	1.95796664847315	14.3764554728364	0.000261011782619053	0.00322249471170003
KAF5838868	-0.509238919817779	-0.338907882463948	-0.526101447807222	11.3514582623064	14.3760623403527	0.000261045113295015	0.00322249471170003
KAF5841268	-0.635024957953895	0.165244325165912	-0.0437291147953322	5.58718681086189	14.3744093640613	0.000261185310591029	0.00322249471170003
KAF5841180	-2.28001589518925	-0.391273213393694	-0.842907365933147	2.11467300944398	14.3733582323157	0.000261274507941692	0.00322249471170003
KAF5841964	-0.688876264091102	0.368330554012884	-0.0594850674654621	4.39086393796648	14.3685987411145	0.000261678834289382	0.00322249471170003
KAF5839044	-0.600073111620968	0.133209993170034	-0.264705944949334	8.091027203193	14.3646167631946	0.000262017668729731	0.00322249471170003
KAF5831363	0.36681172413072	0.238448051350078	-0.654084492254524	7.62213691741511	14.3600985537148	0.000262402750219332	0.00322249471170003
KAF5838951	-0.564419138135323	0.191318581966585	0.0322047742739962	6.09664978563121	14.3558527023381	0.000262765218867354	0.00322249471170003
KAF5829168	-1.00731641670827	-0.196352329058984	-0.654386750493954	3.30040861704402	14.3100793202636	0.000266710098491177	0.00326444776738709
KAF5833721	-2.94805717793013	-0.248850801926056	-1.04035336262674	1.1931728286697	14.2832052747799	0.000269058256116006	0.00328673124627983
KAF5828258	-0.896621933756017	0.297980182026506	-0.014701824989773	3.3407899116421	14.2592929839606	0.000271167858099835	0.0033060190919021
KAF5843015	-1.28167044674279	-0.315393680249575	-0.273634714563517	3.11283856263868	14.2425066941821	0.000272660279495135	0.00331772176026307
KAF5830999	-1.34446562666008	-0.157236742867546	-0.419476560992598	2.76876916683675	14.2244470356874	0.00027427658942536	0.00333088333746588
KAF5833877	-1.91847904624071	0.0932200142681272	-0.331139095748611	1.15684183825474	14.2032485670308	0.000276188052120604	0.00334757113757074
KAF5826500	0.692426788451297	0.110971473186094	0.761874670095562	5.67761086327667	14.1748713309868	0.000278771122661942	0.00336776969315899
KAF5836522	1.21663327243357	0.497846809432357	0.575006960353011	2.97691737129548	14.1730741152346	0.000278935659979139	0.00336776969315899
KAF5837900	2.57949262955376	0.251918098465195	1.68977331062731	0.679967191532449	14.1608429945743	0.000280058438356007	0.00337478543705594
KAF5837205	-1.18705141278418	-0.117707084173144	-0.398906253580821	4.72001649765948	14.1372910683003	0.000282235267556692	0.0033895728625988
KAF5831567	-1.07792529253587	-0.346427297423171	-1.50717798028489	1.88103136358861	14.1358001801328	0.000282373726434796	0.0033895728625988
KAF5831334	0.220691018668359	0.0162608141271597	0.179037463575594	12.0659852168109	14.1294205440947	0.000282967096444937	0.00339016348240761
KAF5828155	-0.523790120660036	-0.00859743538252344	-0.158138037807515	9.38900769489879	14.1103658826694	0.000284748021987164	0.00339128658682592
KAF5835361	-0.833865894600766	0.279565235716343	0.0270284795234163	4.2499294170564	14.109359455695	0.000284842448511678	0.00339128658682592
KAF5835876	0.846991737499232	0.208154049111864	0.312351001897566	4.64044465125518	14.1054105366319	0.000285213301894116	0.00339128658682592
KAF5837970	-1.11036456912511	0.282788740626853	-0.273182023275227	3.29443713328675	14.09501421647	0.000286192335531374	0.00339128658682592
KAF5829090	-0.421560730374616	0.390585176433113	0.493911192088569	5.28859772109192	14.0901193573462	0.000286654642886884	0.00339128658682592
KAF5837062	-0.694960639979157	0.139210281545714	-0.165270900203756	5.13729895550601	14.0841007249504	0.000287224278665331	0.00339128658682592
KAF5829262	-1.55140682160642	0.155817282989143	-0.181371482527656	2.25164090189068	14.0840607689266	0.000287228064714278	0.00339128658682592
KAF5831492	-1.46456578001762	0.115637432588759	-0.623513334623905	6.90812403699107	14.0820821637725	0.000287415620841747	0.00339128658682592
KAF5841726	-1.74986432974187	-0.336159583890893	-0.531493111450335	1.59165387941022	14.0681525957489	0.000288740071638556	0.0034004738115467
KAF5832446	-1.03485528434065	0.0269389718326336	-0.495847763569447	3.2571348090453	13.9337715363111	0.000301888552646091	0.00354558767316735
KAF5833291	1.67459329659249	0.172805205323163	-0.114085586865396	2.54861140774011	13.9306697374451	0.00030220016925391	0.00354558767316735
KAF5843072	2.64002196878808	-1.11937782846532	-0.0456708858104589	0.922990450016266	13.8992542215544	0.000305377441048057	0.00356942112144352
KAF5843073	2.64002196878808	-1.11937782846532	-0.0456708858104589	0.922990450016266	13.8992542215544	0.000305377441048057	0.00356942112144352
KAF5842316	1.49419215717289	-0.720384834472015	0.320219403539449	2.52498744473296	13.8378081508353	0.000311704891749711	0.00363655707041329
KAF5841903	-0.892184575554421	0.142835424196438	-0.0458110051121294	3.70312095783365	13.8239197527843	0.000313156103431679	0.00364665892407357
KAF5831953	-1.6783203573197	-0.584523840585437	-0.554055961366133	2.48730742634354	13.7949984797292	0.000316203403173114	0.00367527463016511
KAF5832780	-0.604736384277365	0.213890994535919	-0.387531091397048	4.12832107121332	13.7594398761177	0.000319997425776722	0.0037124468577076
KAF5839555	-0.873318414503017	0.145776900050947	-0.300992348064289	4.50588087461239	13.72250200424	0.000323994786211016	0.0037488057282192
KAF5836068	1.25002361442035	0.230770859376224	0.470746780776972	2.44315426957939	13.7193838506244	0.000324334877609975	0.0037488057282192
KAF5839864	-7.31259721121426	0.258424714022354	-1.05429288071893	-0.306988030968191	16.2275908104758	0.000327706238567246	0.00378075901161841
KAF5829768	-0.364515768150345	0.128527733905457	-0.301617363847104	6.8810152660987	13.6779702836406	0.000328891379213086	0.00378741828557768
KAF5843165	1.17459401766028	-0.133744897886597	0.532618450124671	3.13250275750167	13.665248437083	0.000330306006538983	0.00379064704233972
KAF5839620	1.37023934928235	0.4229683859653	0.385068929808974	2.58639302620226	13.6608441175807	0.000330797400061349	0.00379064704233972
KAF5826615	0.152387692747383	0.00261939073714165	0.163211039806491	13.3907922588945	13.6590563136681	0.000330997109315057	0.00379064704233972
KAF5828377	-3.95723558589854	0.00154233298024498	-1.25813399408946	0.265673583959653	13.6499157555824	0.00033202036201986	0.00379538872547473
KAF5842769	1.47771302415436	0.826631224682463	0.674064461047251	3.49088105694686	13.6212204408038	0.000335256679751086	0.00382536467921111
KAF5837351	0.836173027323258	0.365464036089682	0.7663618418304	5.18626982101512	13.6013709338934	0.000337516815772852	0.00383333754057171
KAF5840117	0.174022975463334	0.102457547283599	0.334583633707058	12.2582692010825	13.6008363965373	0.000337577924641562	0.00383333754057171
KAF5830573	1.22152148567528	0.690748622126972	0.630799720285541	6.5016637265869	13.5988831273586	0.000337801333832082	0.00383333754057171
KAF5825572	-0.692730468319737	-0.0137998615348734	0.481915732886475	6.00290844747892	13.5632696820691	0.000341904992733288	0.00387285109950615
KAF5833107	-1.51895496607215	-0.147250742048443	-0.377867160156463	2.36504221867323	13.5482609402774	0.000343651758994012	0.00388557252002304
KAF5833921	0.687001581381732	-0.101403422153603	-0.0285998442867308	6.18650164551639	13.5119934987576	0.000347915685665197	0.0039262420124679
KAF5829572	-0.391256698567093	0.272204654103371	0.0100371072767408	9.54824073663143	13.5069869257289	0.000348509122455016	0.0039262420124679
KAF5840211	-7.09226799162415	0.625750266764909	0.0108925757619823	-0.139556077344356	15.9794537446887	0.000349329907546505	0.00392838506139842
KAF5828255	-1.25984089845431	-0.0358862168105765	-0.435017631676136	6.18902462877497	13.4598509522572	0.000354154306657642	0.00397546185671552
KAF5834105	0.841575589597827	-0.106333440992503	0.560529253594339	3.46558088393511	13.4380535157974	0.000356800759026857	0.00399796533945561
KAF5829670	-1.05600383435843	-0.196434493402649	-0.5125219347658	4.1883754831955	13.4196241726091	0.000359056238621628	0.00401601502084873
KAF5842142	1.59692743502312	-0.104376437481149	0.665903479682445	1.89518658063993	13.4063757011815	0.000360687900692412	0.00402703516364468
KAF5829519	-3.25455360303086	-0.112622868134813	-1.07330901036963	0.826508665365178	13.3344076532449	0.000369703456204584	0.00412030864428364
KAF5835978	-1.17584135457382	0.133183533215235	0.274056697183672	2.75034431403849	13.3267729801638	0.000370675147920271	0.00412153596293571
KAF5834285	1.33742485599486	0.17450734647302	-0.157379434950891	4.42211953915906	13.3231546264148	0.000371136705490679	0.00412153596293571
KAF5836495	5.52263863671192	1.90087932988656	4.14582678531186	-0.367302834996106	13.3128700958738	0.000372452254578125	0.00412878566907779
KAF5840487	-0.813036084837152	0.66737311968446	-0.111061448580301	2.32715273449229	13.2082359245106	0.000386149412890128	0.00427102398965595
KAF5834227	-1.67807703133032	-0.29978136769374	-1.08364336754771	1.60563799142809	13.2044603468208	0.00038665449922407	0.00427102398965595
KAF5840628	-6.77310452468216	-0.140878280583551	-0.0211169915526739	-0.683604293339672	15.5789631304823	0.000387943364371673	0.0042776763894434
KAF5838210	-0.99387565237675	0.159935851053102	-0.505987830316378	4.91196835582456	13.1894403179397	0.000388671457994059	0.00427813283269079
KAF5835896	0.855922052158332	0.108764147595134	0.425146595925814	4.10973733382517	13.1676049871214	0.000391625466457581	0.00430304524873144
KAF5841892	-0.345214622136793	0.227116729535053	-0.314957551604683	5.73705267482265	13.1207424209576	0.000398053880710727	0.00436597830427435
KAF5843265	-0.555363071192083	0.0970357034452828	0.528699887120455	3.82260966193131	13.1054871886028	0.000400172941807409	0.00438150690239044
KAF5839768	-3.34681319200973	0.627825511006025	-0.298792083070067	0.617442591657493	13.0687066019218	0.000405336187774494	0.00443025342076333
KAF5833150	-1.81711606228659	-0.442912294175578	-1.28677818174251	2.49921598004467	13.0313369208313	0.000410661630222474	0.00448059887265502
KAF5834441	-3.22524752973912	-0.0036026262506783	-2.35055606805382	-0.777657086217292	12.9969268952673	0.000415637360502728	0.00452695936351747
KAF5835455	-2.37195542891297	-0.0701187169782892	-1.02730755199523	2.59892936973772	12.9896823089454	0.000416693848290928	0.00453054568037082
KAF5843112	-1.23143146955247	0.178869300383088	0.535306824026863	1.77199330442558	12.980679898964	0.000418011035321713	0.0045369490419064
KAF5827456	-0.81786007743163	0.220680309583205	-0.572242756836582	2.98056923162276	12.8995458093974	0.000430103157778258	0.00466007421384095
KAF5827635	-0.451302277846922	0.268716127148634	-0.130316669655399	6.81436177133096	12.8705551431095	0.000434522168464252	0.00468473646479843
KAF5836413	-0.195089801236639	0.404025001551574	0.0922828979931957	6.64524920813348	12.8687140565932	0.000434804580939202	0.00468473646479843
KAF5826901	0.838054103410428	0.0284235901320124	0.217044961653841	4.25121802820081	12.865404505645	0.000435312784500024	0.00468473646479843
KAF5834011	-0.932777387989799	-0.0973247276052154	-0.127747137872803	4.72667459952615	12.8604954401538	0.00043606787660792	0.00468473646479843
KAF5838107	-1.63804202175033	0.0851202979016311	-0.34928192803259	2.71757204065368	12.8600323269143	0.000436139189339179	0.00468473646479843
KAF5839602	0.87504023236368	-0.0122107315506853	0.486422428405628	3.98667627254236	12.8487484464344	0.000437880940553981	0.00469534984449449
KAF5832381	-0.865653511414365	0.0307621279331225	-0.243499737146855	6.73342237132648	12.8435331626301	0.000438688690352755	0.00469592876442898
KAF5828098	-0.755493949258588	0.21418149709676	-0.0241096155655571	4.54594256282829	12.8183804163491	0.000442608787940529	0.00472976457782075
KAF5843079	-2.35823702787109	0.0932090506594626	-0.963409822601086	1.15725255440891	12.7851917638432	0.000447843786037985	0.00477751162160385
KAF5827323	-1.59829522002901	-0.232917140947285	-1.03318826157529	3.94535454063773	12.7713301040153	0.000450051536981239	0.00479285653913354
KAF5835527	1.61166634642987	0.48067180355047	0.872322813222359	0.999390676373041	12.7537597346713	0.0004528681848895	0.00480864207465436
KAF5833084	-3.32848458706476	0.347523959011569	-2.54912315370574	0.0630754930333024	12.7524590198112	0.000453077511688942	0.00480864207465436
KAF5832706	-0.327214692494849	-0.369467177347592	-0.104185041445341	8.93306538822753	12.7081848092897	0.000460270194214214	0.00487667229584108
KAF5840930	-2.30142174253805	-0.0208171847127496	-0.739813049046943	2.4491863826147	12.6882882311468	0.000463545723665545	0.00490303880889023
KAF5825560	-2.00186702736536	0.314484992842981	0.0615805104024743	2.18398115279436	12.682008640723	0.000464585139491184	0.00490570410005098
KAF5842524	-2.26641970345837	0.395146402480777	-0.682462634860348	0.10231787673534	12.6682930536795	0.000466864819702564	0.00492143456302364
KAF5831257	-2.6517464071167	-0.356911198988831	-1.1916170970483	2.22123006165899	12.6590613593125	0.000468406551257206	0.00492934597015607
KAF5838072	-1.3185813579021	-0.351095860963262	-0.97663033341622	4.09205040647429	12.6181735199149	0.000475306551248904	0.00499352413875324
KAF5833219	-0.808693656612097	0.243459055434675	0.163316705361004	3.96192019716532	12.5642315044558	0.000484591091439186	0.00508249579068372
KAF5840607	-2.39275843635008	0.0830061671728857	-0.843343270516878	0.96829005459927	12.5350525000675	0.000489701210382148	0.0051274597322366
KAF5840606	-2.39270723694456	0.0830022136402812	-0.843328356679405	0.963859790428029	12.5228918836248	0.000491849375748133	0.0051413114277028
KAF5825625	3.15820098443838	-0.0294694958618468	1.6498845489219	2.08927307873621	12.5162867029332	0.000493020767309721	0.0051449235851584
KAF5836492	1.3061429517751	0.088949166147947	0.800986338653708	2.24866054321664	12.4994066907714	0.00049602910739622	0.00516766110213788
KAF5832651	0.952020703861341	0.620735730666081	0.762078594934894	3.94721033922412	12.481589106663	0.000499227718552339	0.00519230164704686
KAF5839278	-0.719519038726986	0.249040579365134	-0.0723700646583759	3.32904914830275	12.4631768703175	0.000502558303221519	0.00521823038178344
KAF5833074	1.26942008746175	-0.127773320376439	0.369166863481102	4.13408094510122	12.4434104229709	0.000506162639851055	0.00524691055952092
KAF5842450	-1.53007823210168	-0.394519800741458	-0.992814467703148	1.50078787665933	12.4002157077072	0.000514144139048143	0.00532079399712613
KAF5835904	-0.933257550357785	-0.260529988268905	-0.521860840388951	8.6543018451502	12.3657388747489	0.000520619873303716	0.00537887530793059
KAF5838254	-1.79637981221453	-0.390997971763377	-0.431522061971798	3.22983343038265	12.2606800916315	0.00054094554422092	0.00557962043128532
KAF5835886	0.67790554433097	0.385620772694644	0.154538181471166	6.76488779546677	12.2535938633553	0.000542349405687464	0.00558485421063289
KAF5831704	-1.06627623895789	-0.462611895526377	-0.454160306334454	6.29097013866223	12.2385944687361	0.000545334948832726	0.00560633123964997
KAF5831634	-1.41191803165944	-0.0567757582814738	-0.154811279554874	4.52180463951488	12.1374324297604	0.000565977133692082	0.00580304826135103
KAF5832251	-0.429966805310264	0.416628278474904	0.375504914492646	4.45735432784619	12.135727166883	0.000566332799823664	0.00580304826135103
KAF5842146	0.414237537582511	0.11843057211476	-0.654810832980104	5.4671833367177	12.11158824165	0.000571395423186124	0.0058453095015592
