Reaction,Pvalue,Padj,Reject,FC,Padj_bootstrap
R04439__chlo,0.0,0.0,True,1.0,
TI3000022t__plas,0.0,0.0,True,-0.7990385132542858,
R01135__cytop,0.0,0.0,True,0.972360968291845,
RXN0_7248__chlo,0.0,0.0,True,0.7293090430095314,
T_PC161183tr__ermem,2.183702686370483e-58,2.445747008734941e-58,True,-0.6812123828171763,
R04428__mito,0.0,0.0,True,1.0,
BMGR0101__chlo,0.0,0.0,True,1.0,
BMGR1283__er,0.0,0.0,True,-1.0,
R01456__er,0.0,0.0,True,1.0,
EX_C00080__dra,0.0,0.0,True,15.56355797104488,
BMGR6265__chlo,0.0,0.0,True,0.9305019305019304,
BMGR0049__er,0.0,0.0,True,1.0,
R01195__mito,0.0,0.0,True,-1.0,
RXN_14389__mito,0.0,0.0,True,1.0,
BMGR4872__chlomem,0.0,0.0,True,-1.1866167300834711,
R02739__cytop,0.0,0.0,True,0.8047852482790205,
R04957__mito,0.0,0.0,True,1.0,
BMGR0157__chlo,0.0,0.0,True,0.9907912457808403,
T_H2Stm__mitmem,0.0,0.0,True,1.0,
BMGR4890__chlomem,0.0,0.0,True,-1.0013189569676226,
BMGR3419__er,0.0,0.0,True,0.9991916318374509,
BMGR4922__chlomem,0.0,0.0,True,-1.0505938300254372,
BMGR0632__er,0.0,0.0,True,1.0,
R00226__chlo,0.0,0.0,True,1.0,
R04958__mito,0.0,0.0,True,1.0,
BMGR1279__er,0.0,0.0,True,-0.9397500405778282,
BMGR4826__ermem,0.0,0.0,True,-1.013911569635763,
BMGR0411__er,0.0,0.0,True,1.0,
BMGR0186__chlo,0.0,0.0,True,1.0,
RXN_14390__mito,0.0,0.0,True,1.0,
SQDGS_201_182__chlo,0.0,0.0,True,1.0,
BMGR2886__er,0.0,0.0,True,1.0,
TO0000017tm__mitmem,0.0,0.0,True,0.7039392990974378,
T_PC160161tr__ermem,2.401601947573776e-17,2.4975756972417457e-17,True,3.80254495647949,
BMGR4901__chlomem,0.0,0.0,True,-1.0,
R01668__cytop,0.0,0.0,True,-0.7121561443956669,
TR2000108th__chlomem,0.0,0.0,True,-1.0,
R01325__mito,0.0,0.0,True,-1.9357976663298975,
BMGR0054__er,0.0,0.0,True,1.0,
RXN_14381__mito,0.0,0.0,True,1.0,
BMGR3367__chlo,0.0,0.0,True,1.0,
BMGR0159__er,0.0,0.0,True,1.0,
BMGR0056__er,0.0,0.0,True,1.0,
DGHSS_160_160__er,0.0,0.0,True,0.9996000799840031,
BMGR4911__chlomem,0.0,0.0,True,-1.0,
R04953__mito,0.0,0.0,True,1.0,
BMGR0170__chlo,0.0,0.0,True,0.9921639705798224,
BMGR4748__ermem,0.0,0.0,True,-1.0,
BMGR0167__chlo,0.0,0.0,True,1.0,
R10707__mito,0.0,0.0,True,1.0,
R04780__cytop,0.0,0.0,True,0.7808456644569469,
