Reaction,Pvalue,Padj,Reject,FC,Padj_bootstrap
BMGR0546__er,0.0,0.0,True,-0.7890815980021808,
R08182__cytop,0.0,0.0,True,1.0,
R10092__chlo,0.0,0.0,True,1.022435670174849,
BMGR4808__ermem,2.4339509917186877e-09,2.9777301545140473e-09,True,11.619807533498026,
SQDGS_183_182__chlo,0.012657224426456587,0.013679398298556088,True,-1.0,
R04958__chlo,0.0,0.0,True,1.0,
DGDGS_160_161__chlo,0.0,0.0,True,-0.9989030961701109,
R10092__cytop,0.0,0.0,True,0.9845451988761228,
BMGR5635__er,0.0,0.0,True,-1.0,
TR0000243th__chlomem,0.0,0.0,True,0.9915402624922734,
R01324__mito,0.0,0.0,True,2.4123751305775083,
R00710__cytop,0.0,0.0,True,0.9981133772275866,
T_VALth__chlomem,0.0,0.0,True,-1.1904859309826734,
BMGR0457__chlo,0.0,0.0,True,-1.0,
BMGR5636__er,0.0,0.0,True,1.0,
R07459__chlo,0.0,0.0,True,0.9555633310006998,
R00549__chlo,0.0,0.0,True,0.9996109097606355,
R00904__cytop,0.0,0.0,True,-0.9435378590078329,
BMGR0002__er,0.0,0.0,True,0.9895092214940879,
BMGR1283__er,0.0,0.0,True,-0.9328189910979229,
R01281__er,0.0,0.0,True,-0.7043563283509912,
T_PC163163tr__ermem,1e-323,2.5e-323,True,-1.0,
T_H2O2th__chlomem,1e-323,2.5e-323,True,0.6707750345840695,
T_PC140140tr__ermem,5.1408099285917184e-08,6.098753705425634e-08,True,9.976920183756883,
R00548__cytop,0.0,0.0,True,1.0,
T_DNDPt43m__mitmem,0.0,0.0,True,1.0,
R01771__cytop,0.0,0.0,True,-1.0,
R00307__cytop,0.0,0.0,True,1.0,
R08176__cytop,0.0,0.0,True,1.0,
R01708__cytop,0.0,0.0,True,-1.0,
BMGR5652__er,0.0,0.0,True,1.0,
R01214__chlo,0.0,0.0,True,-1.1904859309826734,
R04198__chlo,0.0,0.0,True,-1.0,
R03552__nucl,0.0,0.0,True,1.0,
R00926__cytop,0.0,0.0,True,0.9899367056233407,
BMGR6381__chlo,0.0,0.0,True,-1.0,
T_CO__plas,0.0,0.0,True,0.9555633310006998,
T_H2Sth__chlomem,0.0,0.0,True,-3.1054441991138897,
R01668__cytop,0.0,0.0,True,-0.769872679858874,
BMGR5952__er,0.0,0.0,True,-1.0,
R05703__er,0.0,0.0,True,-1.0,
T_CYSth__chlomem,0.0,0.0,True,4.137022573703728,
T_NH4tm__mitmem,1e-323,2.5e-323,True,5.72383842108174,
T_PE182182tr__ermem,4.2055350006634096e-35,6.605460063916242e-35,True,-1.6124653168327066,
R00878__cytop,0.0,0.0,True,-1.0,
BMGR0175__chlo,3.6661798731595664e-224,7.773961040660908e-224,True,-1.0,
R03845_hn646__chlo,0.0,0.0,True,-1.0,
R04961__chlo,0.0,0.0,True,-1.0,
BMGR5787__chlo,0.0,0.0,True,1.0,
R01468__cytop,0.0,0.0,True,0.9767778688919366,
BMGR5801__chlo,0.0,0.0,True,-1.0,
BMGR5794__chlo,0.0,0.0,True,-1.0,
BMGR6137__er,0.0,0.0,True,-0.7353889438337042,
T_PPCOAth__chlomem,0.0,0.0,True,0.993737472326687,
R04724__chlo,0.0,0.0,True,-1.0,
BMGR5883__er,0.0,0.0,True,1.0,
TR2000061th__chlomem,0.0,0.0,True,-1.0057356312991064,
BMGR5891__er,0.0,0.0,True,1.0,
DGDGG_160_161__chlo,0.0,0.0,True,-1.0,
T_CO2th__chlomem,0.0,0.0,True,-1.0342881922953537,
R07463__chlo,0.0,0.0,True,0.9999979281570005,
BMGR6383__chlo,0.0,0.0,True,-0.6814073575826565,
BMGR4873__chlomem,0.0,0.0,True,1.789999481832605,
R10633__nucl,0.0,0.0,True,1.0,
TZ3100002t__plas,0.0,0.0,True,0.8836075112718226,
R05919__er,0.0,0.0,True,-1.0,
T_THMth__chlomem,0.0,0.0,True,0.9555633310006998,
BMGR4742__ermem,0.0,0.0,True,-0.7486546375435263,
R01582__cytop,0.0,0.0,True,0.6717195601402459,
BMGR5659__er,0.0,0.0,True,-1.0,
BMGR4780__ermem,2.9784163130059647e-95,5.5723152560732135e-95,True,-0.7623762376237584,
R04725__chlo,0.0,0.0,True,1.0,
T_COAtr__ermem,0.0,0.0,True,0.7547575512367896,
BMGR0170__er,0.0,0.0,True,-0.7890815980021808,
BMGR7089__chlo,0.0,0.0,True,1.0,
BMGR6056__er,0.0,0.0,True,1.0,
R02464__er,0.0,0.0,True,-0.7043563283509912,
T_FADH2tm__mitmem,1e-323,2.5e-323,True,-0.8786754494290513,
R04199__chlo,0.0,0.0,True,1.0,
