Reaction,Pvalue,Padj,Reject,FC,Padj_bootstrap
R00465__pero,0.0,0.0,True,1.0,
BMGR6166__cytop,0.0,0.0,True,1.0,
BMGR0546__er,0.0,0.0,True,-0.8596227220277216,
R08182__cytop,0.0,0.0,True,1.0,
BMGR6201__nucl,0.0,0.0,True,1.0,
BMGR6218__cytop,0.0,0.0,True,1.0,
R00216__pero,0.0,0.0,True,1.0,
BMGR6208__cytop,0.0,0.0,True,1.0,
BMGR6223__cytop,0.0,0.0,True,1.0,
T_S_Allantoin__mitmem,0.0,0.0,True,-1.0,
BMGR4808__ermem,8.089130963316147e-21,9.217846911685842e-21,True,1.0134862769146702,
SQDGS_183_182__chlo,1.669865745518459e-104,2.3762418307459933e-104,True,-1.0,
R04958__chlo,0.0,0.0,True,-1.0,
R03270__chlo,0.0,0.0,True,0.7005866893489262,
EX_C02350__dra,0.0,0.0,True,1.0,
BMGR6993__er,0.0,0.0,True,1.0,
R02569__chlo,0.0,0.0,True,0.6774536464445372,
R02313__cytop,0.0,0.0,True,1.0,
R04955__chlo,0.0,0.0,True,1.0,
R03869__mito,0.0,0.0,True,1.0,
R01361__cytop,0.0,0.0,True,-3.0457187544790596,
BMGR6213__nucl,0.0,0.0,True,1.0,
T_VALth__chlomem,3.458794151196446e-193,5.349903758580805e-193,True,2.369794025608,
R03425__mito,0.0,0.0,True,0.8736271524958847,
BMGR0457__chlo,0.0,0.0,True,-0.7347053742441882,
R07459__chlo,0.0,0.0,True,-0.9192162255070471,
BMGR6210__cytop,0.0,0.0,True,1.0,
R00945__cytop,0.0,0.0,True,0.6701708874170726,
R00475__pero,0.0,0.0,True,0.9994669505357499,
R00549__chlo,0.0,0.0,True,0.9996843244914314,
BMGR6221__nucl,0.0,0.0,True,1.0,
BMGR0002__er,0.0,0.0,True,0.9914769449585098,
R04125__mito,0.0,0.0,True,0.8736271524958847,
BMGR1283__er,0.0,0.0,True,1.0,
R02018__cytop,0.0,0.0,True,1.0,
R01281__er,0.0,0.0,True,1.0,
BMGR6225__cytop,0.0,0.0,True,1.0,
T_PC163163tr__ermem,0.0,0.0,True,-1.0,
R01229__cytop,0.0,0.0,True,1.0,
BMGR5668__er,0.0,0.0,True,1.0,
T_H2O2th__chlomem,0.0,0.0,True,-0.7250933549089483,
R02147__cytop,0.0,0.0,True,1.0,
BMGR3317__lip,0.0,0.0,True,-0.99947591078683,
BMGR5656__er,0.0,0.0,True,1.0,
T_PC140140tr__ermem,1.060318366101716e-16,1.1910237010234242e-16,True,-2.1048480415462216,
R00548__cytop,0.0,0.0,True,1.0,
BMGR6209__nucl,0.0,0.0,True,1.0,
BMGR6206__cytop,0.0,0.0,True,1.0,
R00710__mito,0.0,0.0,True,1.0,
R01771__cytop,0.0,0.0,True,1.0,
BMGR6176__nucl,0.0,0.0,True,1.0,
R08176__cytop,0.0,0.0,True,1.0,
T_SLC25A17__AMP_ADPtx__permem,0.0,0.0,True,1.0,
R01708__cytop,0.0,0.0,True,-1.0,
BMGR6206__nucl,0.0,0.0,True,1.0,
R01214__chlo,3.458794151196446e-193,5.349903758580805e-193,True,2.369794025608,
R04198__chlo,0.0,0.0,True,1.0,
T_ADPtn__nucmem,0.0,0.0,True,0.6717756662940322,
R03552__nucl,0.0,0.0,True,-1.0,
BMGR5970__nucl,0.0,0.0,True,1.0,
R01080__cytop,0.0,0.0,True,1.0,
BMGR6167__nucl,0.0,0.0,True,1.0,
BMGR6381__chlo,0.0,0.0,True,-1.0,
R00472__pero,0.0,0.0,True,0.9990038878338515,
BMGR3307__lip,0.0,0.0,True,1.0,
T_CO__plas,0.0,0.0,True,-0.9192162255070471,
T_ALAtx__permem,0.0,0.0,True,0.999355865019649,
T_H2Sth__chlomem,0.0,0.0,True,-1.5393646782665171,
R01668__cytop,0.0,0.0,True,-0.7990271069322928,
BMGR1072__er,0.0,0.0,True,1.0,
BMGR0097__er,0.0,0.0,True,-1.0,
BMGR5952__er,1e-323,1.5e-323,True,1.0,
TO0000971t__plas,0.0,0.0,True,1.0,
T_CYSth__chlomem,0.0,0.0,True,1.231551240264208,
R00344__mito,0.0,0.0,True,1.0,
T_NH4tm__mitmem,0.0,0.0,True,2.1136203436839125,
R01880__cytop,0.0,0.0,True,1.0,
BMGR0175__chlo,0.0,0.0,True,-1.0,
R03845_hn646__chlo,0.0,0.0,True,-1.0,
BMGR6223__nucl,0.0,0.0,True,1.0,
R04961__chlo,0.0,0.0,True,-1.0,
R01468__cytop,0.0,0.0,True,0.7564805840672788,
BMGR4797__ermem,0.0,0.0,True,-1.0,
BMGR0131__er,0.0,0.0,True,-1.0,
BMGR6209__cytop,0.0,0.0,True,1.0,
TR2000134tm__mitmem,0.0,0.0,True,0.9999283055366162,
BMGR5657__er,0.0,0.0,True,-1.0,
T_PNC__permem,0.0,0.0,True,1.0,
BMGR6034__nucl,0.0,0.0,True,1.0,
R02765__mito,0.0,0.0,True,0.9541251937892047,
R02372__cytop,0.0,0.0,True,1.0,
BMGR3292__lip,0.0,0.0,True,1.0,
TR2000061th__chlomem,9.610020744831768e-203,1.5016380189126413e-202,True,0.6891953462030759,
BMGR6200__cytop,0.0,0.0,True,1.0,
BMGR6175__nucl,0.0,0.0,True,1.0,
R07463__chlo,0.0,0.0,True,0.9999480152837301,
BMGR0163__er,0.0,0.0,True,1.0,
BMGR6199__nucl,0.0,0.0,True,1.0,
R02487__mito,0.0,0.0,True,1.0,
R10633__nucl,0.0,0.0,True,-1.0,
R01770__cytop,0.0,0.0,True,1.0,
BMGR4803__ermem,0.0,0.0,True,-0.9976960413964162,
BMGR6103__er,0.0,0.0,True,1.0,
R00451__chlo,0.0,0.0,True,0.8542603146021824,
R00968__cytop,0.0,0.0,True,1.0,
R05919__er,0.0,0.0,True,-1.0,
T_THMth__chlomem,0.0,0.0,True,-0.9192162255070471,
BMGR6026__cytop,0.0,0.0,True,1.0,
BMGR4780__ermem,0.0,0.0,True,0.8176667660626896,
T_PPCOAtm__mitmem,0.0,0.0,True,-2.8111159927727227,
