Reaction,Pvalue,Padj,Reject,FC,Padj_bootstrap
BMGR4787__ermem,0.0,0.0,True,-1.0,
BMGR5889__er,0.0,0.0,True,-1.0,
BMGR0424__er,0.0,0.0,True,-0.6797433044712105,
R01663__cytop,0.0,0.0,True,-0.7788703681496582,
R01773__chlo,0.0,0.0,True,-1.0,
BMGR5781__chlo,0.0,0.0,True,-1.0,
R03472__chlo,1.9910433863701831e-50,2.9126120394900965e-50,True,-1.0,
T_PNC__permem,0.0,0.0,True,1.0,
TZ3100002t__plas,0.0,0.0,True,0.9289777305022944,
BMGR0526__chlo,5.986294404734517e-29,7.711530212137421e-29,True,-1.0,
R00548__cytop,0.0,0.0,True,1.0,
SQDGS_183_183__chlo,0.0,0.0,True,-1.0,
BMGR1549__er,2.7168775977530494e-24,3.368880367799466e-24,True,0.8646441073512252,
R03321__cytop,0.0,0.0,True,4.716401885142753,
R09543__mito,1e-323,2.5e-323,True,-1.0,
T_THMth__chlomem,1.9910433863701831e-50,2.9126120394900965e-50,True,1.0,
BMGR6393__chlo,0.0,0.0,True,-0.9722986607961841,
R10122__mito,1e-323,2.5e-323,True,-1.0,
T_PC160183tr__ermem,9.138937333566174e-32,1.201458801649036e-31,True,-4.314797279593419,
R02978__er,0.0,0.0,True,1.0,
R00549__chlo,0.0,0.0,True,0.9998986706871812,
PSIICR__lum,0.0,0.0,True,1.0,
R00710__cytop,0.0,0.0,True,0.998787918162274,
T_APROAtm__mitmem,0.0,0.0,True,-0.8565008987417614,
R01010__cytop,0.0,0.0,True,1.0,
T_CO__plas,1.9910433863701831e-50,2.9126120394900965e-50,True,-1.0,
R08178__cytop,0.0,0.0,True,1.0,
BMGR6034__nucl,0.0,0.0,True,1.0,
BMGR6985__chlomem,0.0,0.0,True,1.0,
BMGR0393__er,0.0,0.0,True,1.0,
BMGR6676__chlo,0.0,0.0,True,0.9992577876856381,
BMGR4808__ermem,2.5795875364505895e-213,5.511470791081078e-213,True,-1.7436348116925264,
R01009__cytop,0.0,0.0,True,-1.0,
R03482__cytop,0.0,0.0,True,-1.0,
T_Hexadecanal__ermem,0.0,0.0,True,1.0,
BMGR3302__lip,0.0,0.0,True,0.9620239187932652,
T_PC161160tr__ermem,1.0252499862171353e-23,1.2696147586576312e-23,True,-1.7095454176590497,
BMGR0398__er,0.0,0.0,True,0.9983046454316735,
BMGR4829__chlomem,0.0,0.0,True,1.0029592264360991,
BMGR0032__er,0.0,0.0,True,1.0,
R02022__cytop,0.0,0.0,True,-1.0,
BMGR5948__er,0.0,0.0,True,1.0,
BMGR0200__er,0.0,0.0,True,0.99981167704753,
BMGR0050__er,0.0,0.0,True,1.0,
R00904__mito,0.0,0.0,True,-0.8565008987417614,
BMGR0195__chlo,0.0,0.0,True,-1.0,
BMGR0609__chlo,5.986294404734517e-29,7.711530212137421e-29,True,-1.0,
BMGR0040__chlo,0.0,0.0,True,1.0,
R01770__cytop,0.0,0.0,True,1.0,
TZ2900065t__plas,0.0,0.0,True,-0.9996277412213418,
R00770__cytop,0.0,0.0,True,1.0,
BMGR0175__chlo,0.0,0.0,True,0.9999812749491798,
R02976__cytop,0.0,0.0,True,1.0,
R01132__cytop,0.0,0.0,True,1.0,
R08174__cytop,0.0,0.0,True,1.0,
R09450__cytop,0.0,0.0,True,1.0,
BMGR5892__er,0.0,0.0,True,1.0,
RXN_16655__cytop,0.0,0.0,True,1.0,
R03443__mito,0.0,0.0,True,-0.7211617438328205,
BMGR6392__chlo,0.0,0.0,True,-0.9722986607961841,
BMGR0033__er,0.0,0.0,True,1.0,
BMGR4897__chlomem,0.0,0.0,True,-1.0002222873894753,
BMGR4916__chlomem,0.0,0.0,True,-1.1014175233601107,
R00221__cytop,0.0,0.0,True,1.0,
TR2000144tg__golmem,0.0,0.0,True,-0.968913612565445,
T_PC140140tr__ermem,9.658683238549156e-15,1.111972690096256e-14,True,2.8816300063427556,
