logFC..ML...LL	logFC..HL...LL	logCPM	F	PValue	FDR
KAF5832889	1.14961085971616	0.50539793487307	7.53521028365676	219.621881844036	1.04016825155417e-09	7.640674507469e-08
KAF5842262	0.0445403045216231	-0.841293324933209	9.54438376233259	218.850188471018	1.06034868001956e-09	7.72118247520331e-08
KAF5836210	0.563037220797628	-1.12800858703743	5.55130060958961	216.750716803601	1.11763107075224e-09	8.06814016075797e-08
KAF5836853	1.25630251543617	0.226518082105372	7.77219314091981	215.057704206926	1.16649316822854e-09	8.34890067585114e-08
KAF5842451	0.561991245760654	-0.710319886385745	6.61176363184842	212.707038214419	1.23857590236782e-09	8.735740147556e-08
KAF5827283	0.831896630358564	-1.36925201875008	6.14822077969554	212.61806940467	1.24140563357913e-09	8.735740147556e-08
KAF5843052	2.15591915381336	2.37831170307974	6.94717210459477	211.036247844504	1.29301186255781e-09	9.02306778088256e-08
KAF5838946	2.01963981655182	-0.361659088728229	4.49607873616425	210.144008291386	1.32323531579358e-09	9.10846334148529e-08
KAF5842807	1.16579038509966	-1.04707535177162	5.31068293460708	210.034459012692	1.32700325729783e-09	9.10846334148529e-08
KAF5829843	-0.303150358499533	-1.39479015875852	9.297000739398	209.062211203843	1.36100376289473e-09	9.26059720265954e-08
KAF5842628	0.0845166202936793	-0.950366059353302	8.53241146339005	208.773844019786	1.37128499298995e-09	9.26059720265954e-08
KAF5833258	0.573056295195482	-0.871954174184959	6.68593914723933	205.061180213017	1.51218459257718e-09	1.01304270225931e-07
KAF5827213	1.95208128859731	0.872124466575938	5.8166221917458	203.529732548838	1.57523306212e-09	1.04690489382483e-07
KAF5828830	1.05497190606611	-1.13344657663168	5.86327352532935	203.161927705735	1.59083357571464e-09	1.04894806008145e-07
KAF5832917	0.492568951987844	-1.2748330740171	6.12876524407291	202.113139895523	1.63632819389285e-09	1.07051658559833e-07
KAF5828281	2.24829747326363	-0.315047643020947	4.79646009886232	200.491808334631	1.70971341541941e-09	1.10985582486218e-07
KAF5840054	0.368016435959281	-0.95027403505636	6.82608770380658	199.085231301141	1.77653750796255e-09	1.14130468640349e-07
KAF5828737	0.76965913305764	-1.22314648492326	5.71367287992999	198.90300538336	1.78541812656863e-09	1.14130468640349e-07
KAF5841925	-1.05462116297846	0.735812554640582	5.56895777213758	198.102243251948	1.82506804625701e-09	1.15781210752698e-07
KAF5837485	0.578692180579708	-1.36637572114699	6.0930242054412	195.110463596507	1.98268460943829e-09	1.2483459337922e-07
KAF5830939	-0.146662693305928	-1.26339341908981	9.05787439722408	194.367138589232	2.02430008804884e-09	1.25576952052501e-07
KAF5835115	0.445814453512669	-1.12588032418343	5.37392496574426	194.364189677632	2.02446722320130e-09	1.25576952052501e-07
KAF5825908	0.564063974306578	-1.31044172642889	5.03007690696034	193.72848935401	2.06087947448258e-09	1.26895622936155e-07
KAF5836459	0.899233719335976	-0.863155006853073	6.08454483451575	193.359848876747	2.08234834269585e-09	1.27281642494416e-07
KAF5828946	0.72892757257547	-0.900738238845553	6.85210683041387	193.032365297849	2.10164170838034e-09	1.27530055550557e-07
KAF5826857	0.896385790986275	-0.318061240922926	8.5874853089902	192.761259770626	2.11777316935448e-09	1.2758440661996e-07
KAF5840616	1.62809459891621	-1.16198213837029	5.15750403654723	192.306257194035	2.1451761909292e-09	1.28138445385407e-07
KAF5836500	1.70672809000197	0.651454959932172	6.26056602485071	192.006691361696	2.16344609086076e-09	1.28138445385407e-07
KAF5836338	1.20147795346863	-1.30047837106425	4.07449961032689	191.742004402692	2.17974157176799e-09	1.28138445385407e-07
KAF5832719	1.96144860845171	0.365605292563736	4.71222655869759	191.457522388859	2.19741729352567e-09	1.28138445385407e-07
KAF5832916	0.432656561949333	-1.03447576403856	6.90963542543219	191.223696722051	2.21207217730842e-09	1.28138445385407e-07
KAF5835956	0.0324798087787826	-0.896424191874096	9.12628948789972	190.952024267954	2.22924399874364e-09	1.28138445385407e-07
KAF5835722	-0.472239206892195	-1.85492682913341	5.03094898717446	190.810792001883	2.23823303117906e-09	1.28138445385407e-07
KAF5834491	-0.630673196224725	-1.52959986617185	6.06161709671474	190.465488111023	2.26039116050683e-09	1.28138445385407e-07
KAF5841719	2.25953988913373	1.91181199797784	5.85525230895259	190.3990032628	2.26468711691429e-09	1.28138445385407e-07
KAF5832706	0.00686501160153853	-0.742268851018749	10.2325304627704	189.596952730469	2.31727787246252e-09	1.30234126872491e-07
KAF5838047	0.490704766881665	-1.08383056901055	6.50985974583155	188.516184997323	2.39043868443598e-09	1.33450223623113e-07
KAF5835813	2.01738418280032	0.287867630462487	5.72945575688159	188.165657098518	2.41474945428935e-09	1.33914648544497e-07
KAF5835753	0.147985359286213	-0.887164499900022	7.67101741749334	187.357332316223	2.47193013898883e-09	1.35566783509734e-07
KAF5831486	0.445353740984542	-1.85882328260084	6.54943516461627	187.174622514866	2.48507522442124e-09	1.35566783509734e-07
KAF5842431	1.94750455234681	-0.838158202668275	3.55435151329706	187.063533815908	2.49310779322892e-09	1.35566783509734e-07
KAF5829528	-0.355606211596323	-1.06019838750107	8.26322350531618	186.201262933351	2.5565082220834e-09	1.38117418398235e-07
KAF5839728	0.591154589849981	-1.34855699393277	5.17630963268138	185.642637671775	2.59859726414523e-09	1.39491368525334e-07
KAF5828341	0.143684674626958	-0.822201570010503	9.68657619903324	183.776766254606	2.74522151168335e-09	1.46423470948002e-07
KAF5828726	0.373986932627286	-1.01667169634046	6.20299095790849	181.573617993325	2.93108983129463e-09	1.54957771823053e-07
KAF5833834	0.388048675418967	-0.870828543018097	8.84248895649408	181.00608186714	2.98134759123417e-09	1.54957771823053e-07
KAF5829351	1.40921770317912	-0.226015782253314	6.06827459500165	180.927206337596	2.98841245634693e-09	1.54957771823053e-07
KAF5828396	-0.365592900853117	-1.00589654465073	11.6575023398859	180.829860788939	2.9971588994262e-09	1.54957771823053e-07
KAF5826553	1.18525050488246	0.0155023511673856	7.10743472718936	180.823293370735	2.99775006392819e-09	1.54957771823053e-07
KAF5837428	1.17118078494404	-0.261123064515534	6.92806383849018	178.125781115881	3.25262587940394e-09	1.67101160209378e-07
KAF5842769	0.606553210657013	-0.899979004438639	6.58135011895605	177.803231483664	3.2847809099966e-09	1.67724117928729e-07
KAF5841250	0.56110427676943	-1.19181824635386	5.23630998903612	175.481009828995	3.52767639436321e-09	1.79034921978167e-07
KAF5838868	0.643511037104825	-0.0394504597859271	11.0488495731131	174.011230104881	3.69236022268053e-09	1.86059068251072e-07
KAF5837193	2.14680331112872	1.23947679577485	5.66770994765983	173.853929949762	3.71051640768199e-09	1.86059068251072e-07
KAF5830247	0.274952584246009	-0.981810034228079	7.58704341572991	172.882698255106	3.8249794431738e-09	1.90657011054389e-07
KAF5828326	1.04054037142312	-1.45268761129317	5.5906205787567	172.511652783379	3.86980372926593e-09	1.91749919697473e-07
KAF5834974	0.631857789586348	-0.723243547917825	7.04446322503674	171.350593776692	4.0141196735883e-09	1.97730812627226e-07
KAF5840325	1.13770320943491	-1.24431711181564	5.55452121566273	170.92571315602	4.06851004932184e-09	1.98177787232533e-07
KAF5841357	0.768595839951314	-1.49562603905005	4.82437829866116	170.770678317501	4.08857255675164e-09	1.98177787232533e-07
KAF5832623	0.349764425207016	-0.693909430764143	8.56505876845807	170.727420333741	4.09419120984334e-09	1.98177787232533e-07
KAF5832392	1.13727072597314	-1.19561970855093	4.7524993584595	169.828923047244	4.21297805833866e-09	2.02755622186942e-07
KAF5842640	1.14328670787329	-0.0136532873781946	5.81846536807222	168.500720175562	4.39610103072769e-09	2.1035971446465e-07
KAF5830062	2.14340910216983	0.107035210313009	4.34233404805138	168.063435680925	4.45843247262669e-09	2.10397821894014e-07
KAF5829492	0.797897007200277	-0.215842837716846	6.87040309925689	168.051410643033	4.46016120854536e-09	2.10397821894014e-07
KAF5838958	0.72730375377628	-0.583030033032636	6.63274173858938	167.817459601856	4.49395205630506e-09	2.10397821894014e-07
KAF5828710	-0.0388303520297068	-1.11776257284099	6.38680342148202	167.745230632387	4.50444538359103e-09	2.10397821894014e-07
KAF5839437	0.0491532685898524	-1.03428984444828	8.26841121639521	167.621260187044	4.5225230404732e-09	2.10397821894014e-07
KAF5837146	0.741370162714636	-0.824162249454482	5.56151261051769	166.96724504515	4.61932062551618e-09	2.13713761978301e-07
KAF5828119	0.995254059795577	-0.569111463078472	7.44342150156933	166.456379567644	4.69663288712237e-09	2.15740655321331e-07
KAF5828991	0.371322448649398	-1.06419431742582	7.42227576305656	166.209152241567	4.73459435361857e-09	2.15740655321331e-07
KAF5839182	0.0744331658194626	-1.72024661379228	5.22529726167583	166.171416333935	4.74042041785585e-09	2.15740655321331e-07
KAF5834493	0.428977938109076	-0.847590451940347	6.28536200025359	165.768404601617	4.80317155469717e-09	2.1741491134613e-07
KAF5829380	1.15395396634693	-0.831490966480743	4.75031360090472	165.450319672546	4.85339119499689e-09	2.17813200945536e-07
KAF5840067	2.57472284466557	0.556557740951064	4.95584454110885	165.175508059476	4.89727770219522e-09	2.17813200945536e-07
KAF5835536	0.731015911768793	-0.650952122163822	7.94491185576469	164.837376090169	4.95191970235808e-09	2.17813200945536e-07
KAF5842867	0.416023615570953	-1.01582734573794	5.42485850191946	164.828196562449	4.95341310019564e-09	2.17813200945536e-07
KAF5830418	-0.359578839092355	-1.60810160664368	5.41496877891025	164.77530498068	4.96202826727602e-09	2.17813200945536e-07
KAF5835798	0.0184312666164315	-0.530348374409714	12.5108637754771	164.738494218947	4.96803455703336e-09	2.17813200945536e-07
KAF5831752	0.592870569937359	-1.87739174863813	6.09786715511451	163.735414390016	5.13505063696914e-09	2.23963093926977e-07
KAF5835360	0.311188149811913	-0.946377561402687	6.11679352195888	163.490571721245	5.1768171017857e-09	2.24614851867116e-07
KAF5838254	-0.458138966981311	-0.94534897422948	8.12446673251319	163.107895180684	5.24290071398274e-09	2.26309539066451e-07
KAF5834078	0.258894823055235	-0.980833707565904	7.09825237969673	162.829189303106	5.29165605101734e-09	2.27242706519073e-07
KAF5836461	0.662913070279333	-1.1632383000287	5.38102504301199	161.003713867239	5.62454470231138e-09	2.40305802740589e-07
KAF5831419	1.07698689842009	-2.00955984492486	3.61414367062279	160.729513145694	5.67665244653405e-09	2.40825246380653e-07
KAF5843189	0.31854772225552	-1.43546564434967	5.82715155878732	160.637737078885	5.69422006011097e-09	2.40825246380653e-07
KAF5835884	0.33654498113111	-1.18573255627877	7.28775865290617	159.926503010427	5.83255760708078e-09	2.45436368852736e-07
KAF5828878	0.45366481905895	-0.835028139785191	6.12363917871204	159.243158219683	5.96921640992024e-09	2.4993109108336e-07
KAF5833435	0.685949037475525	-0.757898293342852	6.01941607050172	158.778920924637	6.06421148585505e-09	2.52645308370897e-07
KAF5836718	0.223685122983493	-1.45704935829079	6.52533270581412	158.030239524108	6.2211924668418e-09	2.57665836571049e-07
KAF5834355	-0.316526400186074	-1.17231729732886	6.98050093136323	157.912758220997	6.24625803963732e-09	2.57665836571049e-07
KAF5830461	-1.26522075168769	-0.110608745368243	7.13633017550584	157.289914421371	6.38115220519811e-09	2.61940041991809e-07
KAF5840429	1.24710121778963	-0.345782510514089	5.87835786382338	156.726087214171	6.50623432142649e-09	2.65771737598173e-07
KAF5835047	1.5931768000657	-2.29103820491778	4.15075292253874	156.58087402021	6.53891565066063e-09	2.65776406159396e-07
KAF5838341	-0.352318569853207	-1.71223503039955	4.75297419996899	156.444318418113	6.56982518211069e-09	2.65776406159396e-07
KAF5834219	-0.0824672614617818	-0.792356914931649	10.5786179732909	155.886538469201	6.69788103970398e-09	2.6817401518631e-07
KAF5833684	0.575658408320912	-1.01574789290251	5.41564535346665	155.873125908083	6.70099634999551e-09	2.6817401518631e-07
KAF5832790	0.730955905538973	-0.151566759354365	9.27294006489718	155.660744256402	6.75055419030603e-09	2.6817401518631e-07
KAF5826896	-1.60897274727828	0.00749093712364837	5.14433710514352	155.632441690773	6.75719097257123e-09	2.6817401518631e-07
KAF5840308	0.466306461871053	-0.871176363042881	6.81446932718093	155.336282527487	6.82710182620204e-09	2.69170643888512e-07
KAF5826635	0.618511945943556	-1.02651852045476	5.6920488287543	155.254361352039	6.84659029714032e-09	2.69170643888512e-07
KAF5831433	0.528037584733566	-0.927128569746103	6.77703921545568	154.610895404331	7.00196799335084e-09	2.73992897085607e-07
KAF5828005	0.402199464157527	-0.951820631111814	6.4885546219751	154.00732675838	7.15150210362347e-09	2.78044245403523e-07
KAF5826856	0.564723947274115	-1.22054217565585	4.87794911775233	153.926116509418	7.17190793016014e-09	2.78044245403523e-07
KAF5831028	0.116999654399989	-1.14644546990902	7.33351956016546	152.866239232191	7.44461968694275e-09	2.87286844509026e-07
KAF5837095	-0.328460585880584	-1.07268692588268	7.52838885578999	152.478635851159	7.5473917681283e-09	2.89916782872965e-07
KAF5843750	0.805838476259197	-0.486210927773172	10.4595522491251	152.304495405701	7.59410854780675e-09	2.90379292143076e-07
KAF5842041	0.8559906358369	-0.392525809746274	5.96339430783704	151.558416357601	7.79815783588977e-09	2.96039770407234e-07
KAF5825823	2.21477067776015	-0.593869199421102	4.63517465899406	151.505593569459	7.81284801289692e-09	2.96039770407234e-07
KAF5839547	1.13495746886567	-0.175980055580324	6.62881515846317	150.959683694179	7.96659351908065e-09	3.00453680650464e-07
KAF5828465	1.08387163211496	-0.168376885630211	6.16564886449773	150.740593969713	8.02929704227047e-09	3.00453680650464e-07
KAF5834530	0.0686497461541423	-1.45750618110136	5.71305456179139	150.71390711134	8.03697450032289e-09	3.00453680650464e-07
KAF5837419	0.523303969117407	-1.32590288545253	6.53323746213571	150.555440635729	8.08274186042545e-09	3.00821690396457e-07
KAF5827959	1.15303051053568	-0.509895366900404	4.74753788439956	150.39940630899	8.12810721990132e-09	3.0117154805068e-07
KAF5832646	0.91381095108094	-1.63501125131323	4.04314052617942	149.690276106216	8.33809868282807e-09	3.0759135845816e-07
