logFC..ML...LL	logFC..HL...LL	logCPM	F	PValue	FDR
KAF5826348	0.00362422126243575	-0.931778222926794	4.65019402461918	33.8329909533753	1.79386917885639e-05	0.000118375575285606
KAF5831333	-0.0897575750872521	0.248954477391022	12.2927615479338	33.7819216122883	1.80693184424755e-05	0.000119143679241961
KAF5835113	-0.319147609891865	-0.701113187735147	5.57110363323212	33.7667331258109	1.81083840746736e-05	0.000119307323557291
KAF5827078	0.371863712043361	-0.653276082013142	4.63600816981303	33.7581644708115	1.81304670510792e-05	0.000119358908086272
KAF5837683	0.515459774551053	-1.05323363088677	2.69124031351043	33.6265805317424	1.84736015605191e-05	0.000121522340508867
KAF5838437	0.245618652199675	-0.844985865119635	3.8742007778849	33.5607630783012	1.86481044892101e-05	0.000122573961532689
KAF5843585	0.0745204224952519	-1.08997776721343	4.283122037847	33.5483801849369	1.86811522221651e-05	0.000122694877418361
KAF5831452	2.13119149583134	0.0206578920081602	2.2587962867969	33.4867485035417	1.88466665549172e-05	0.000123684941795358
KAF5841263	0.80301083150177	-1.55366008544808	2.19806780930564	33.4653359400686	1.89045749890648e-05	0.000123967823773241
KAF5840428	0.0238752790814285	-0.364191359678118	10.553721398261	33.4552218012762	1.89320007159591e-05	0.000124024307246428
KAF5826265	0.0111460901262259	-1.2908166640159	4.37561870761249	33.4512403523128	1.89428097645308e-05	0.000124024307246428
KAF5828019	0.669397739451934	-0.466732707784376	3.74528541292806	33.4360617193079	1.89840842990889e-05	0.000124114520083907
KAF5833034	1.28101355570692	-0.498695107216081	3.43278924203706	33.4317184551254	1.89959142292246e-05	0.000124114520083907
KAF5833893	0.553639835505438	-1.06814135037489	2.41673950512792	33.429832924323	1.90010526328599e-05	0.000124114520083907
KAF5839854	0.648847036527354	0.287011587117651	8.14598464149153	33.3821048159333	1.91316673587974e-05	0.000124870290305977
KAF5841635	0.544362588729631	0.0718498402826091	7.65140555250567	33.2646988126768	1.94574948775934e-05	0.000126898023446236
KAF5838472	1.55751908021905	-0.00685803965387157	3.84901005135718	33.2556662359292	1.94828321158904e-05	0.000126964386099974
KAF5841513	0.87916598011708	-1.38036550592098	3.12000587005845	33.230114375682	1.95547183932037e-05	0.000127333757250924
KAF5841828	0.925806724498319	-3.45034784434179	1.46737166171192	33.2084617145581	1.96158796652412e-05	0.00012763277103087
KAF5827170	0.340214009028388	-0.23619640850709	6.29911754109986	33.1666677104329	1.97345720526137e-05	0.000128305362087413
KAF5836099	0.927694573946636	-0.579282101510792	4.68539621072692	33.1008070207557	1.99233348738193e-05	0.000129432122756682
KAF5832471	0.623391420075218	-1.42411160083983	2.49507960417359	33.0734325050394	2.00024183245416e-05	0.000129845155852489
KAF5841724	1.14624852501964	-0.143327476889557	4.76462597138722	32.9991243553705	2.02189627941494e-05	0.000131149182368867
KAF5843721	0.864556644385289	-0.79526855755156	3.50790846417452	32.9465945812789	2.03737098362439e-05	0.000131989845559198
KAF5833179	0.034613340565652	-0.522903360782352	6.62655508784094	32.9444390353101	2.03800895997186e-05	0.000131989845559198
KAF5836353	0.607621292733318	-0.443578679763233	4.70034045493301	32.9306751889589	2.04208819815843e-05	0.000132151828217764
KAF5843793	0.756344550173272	-1.15958882098997	2.67030424790222	32.9219244106544	2.04468670049984e-05	0.00013221781027016
KAF5827250	1.09173457282278	-1.715376904694	1.11157663273515	32.871118072197	2.05985063124718e-05	0.000133095595571481
KAF5826075	-0.507226444943417	0.320920907391447	6.25666501986908	32.8404759691801	2.06906031406213e-05	0.000133587594988097
KAF5830495	0.212582079724078	-0.938777661382365	5.26493235276485	32.8310446325495	2.07190472526332e-05	0.00013366818312292
KAF5830619	0.985797823127229	-1.2783627830927	1.3931117214676	32.8088280687043	2.07862328758305e-05	0.000133998394228025
KAF5832876	-0.195857905800314	-0.676726409363005	5.73736793877314	32.7841041474859	2.08613031641821e-05	0.000134378886689893
KAF5832281	0.505133173371558	-1.6026224609221	3.48834334312196	32.7567714742112	2.09446667225939e-05	0.000134784811365011
KAF5830224	0.342558653735588	-0.302758292394056	6.55659242884451	32.7528984078611	2.09565111532416e-05	0.000134784811365011
KAF5828087	0.816974928160233	-1.25796641050637	1.80243493572736	32.7403416871621	2.09949658539892e-05	0.000134928506570457
KAF5841964	0.0505624112791116	-1.1488380739191	4.31972231777067	32.732348563384	2.10194879543364e-05	0.000134982509301851
KAF5839072	1.73153750662873	-0.744133660165654	1.46165957999099	32.7171931323418	2.10660760405112e-05	0.000135178023573365
KAF5833588	0.450181528612352	-0.385867191789606	5.98262180722327	32.6921014194412	2.11434762775174e-05	0.000135570804248032
KAF5841565	0.411822423532181	-1.44373789277423	3.9537132511219	32.6773489764017	2.11891394979366e-05	0.000135759643577445
KAF5832669	-0.17946001267119	-0.94847218534916	5.00099152215838	32.6347777313541	2.1321563343542e-05	0.000136503647889006
KAF5831917	0.450675056314586	-0.88550170428006	3.18764024373614	32.5455398332474	2.16023291387555e-05	0.000138091033900348
KAF5837112	0.24943292363285	-0.60663575352863	4.66533834141002	32.5454889794174	2.16024903760994e-05	0.000138091033900348
KAF5842051	0.879694954627693	-0.925216918518381	2.49643828593321	32.5221927458356	2.16765028901189e-05	0.000138458455531545
KAF5834140	1.19365158392324	-1.13059291526567	1.91314050993702	32.50126603378	2.1743242328335e-05	0.000138752674657286
KAF5835336	1.56923339591346	-1.05045041802076	1.04638407031039	32.4973670892895	2.17557035855047e-05	0.000138752674657286
KAF5831022	1.52390503915515	0.753647218504464	3.53051334841913	32.4760046825507	2.18241286918339e-05	0.000139029750888033
KAF5840754	0.782802230128114	-1.55200829816584	1.72386668070653	32.4734424177555	2.18323528084265e-05	0.000139029750888033
KAF5835500	0.723315784935295	-1.18217571605232	1.89351968703735	32.433168892942	2.19621001355558e-05	0.000139749716212116
KAF5839353	0.42830264738817	-1.02281857091534	3.28062206017599	32.3310195652665	2.22952869131393e-05	0.000141762135619308
KAF5835827	0.530989450971793	-0.728962864846035	5.17621315584291	32.3152270703105	2.23473283694459e-05	0.000141950763522232
KAF5840764	0.344637039185651	-0.767926647069931	4.04106282228996	32.3117348711775	2.23588556348011e-05	0.000141950763522232
KAF5829106	0.058689363991416	-1.94495850403796	2.09176606881591	32.2900627111755	2.24305493337662e-05	0.000142298045546181
KAF5829446	-0.072722367807904	-1.06746032656239	4.31923728795431	32.2662021565931	2.25097960584076e-05	0.000142692681448225
KAF5830007	-0.12771935597158	-1.45848451898016	3.83889960214167	32.2503682691855	2.25625664271929e-05	0.000142919010031251
KAF5825526	0.717471005935585	0.181094228989766	7.21554550787283	32.1572977849345	2.28757108998292e-05	0.000144793048431723
KAF5829749	0.878558075185871	-0.253425984646835	5.66892451866095	32.1317890035652	2.2962430141332e-05	0.00014523216767637
KAF5841498	-1.0703923507635	-1.53953775385383	4.08908361159593	32.1040074858179	2.30573168904879e-05	0.000145722242747884
KAF5841954	1.81968245351597	-0.526289028123809	0.852353209079691	32.092427597604	2.30970039821791e-05	0.000145783851592006
KAF5830891	0.345760504559186	-0.563389384056273	5.20327651063062	32.0910055199179	2.31018833368273e-05	0.000145783851592006
KAF5833211	-0.106152399326934	0.22714220911802	13.3148634981668	32.0763427926886	2.31522641879407e-05	0.000145967900195972
KAF5834008	0.0338704195622717	-0.901809833447782	4.58357233024546	32.072377505482	2.31659110771969e-05	0.000145967900195972
KAF5836838	0.222069602167613	-0.387360768240602	5.82536894028464	32.0519108305513	2.32364999020839e-05	0.000146302594120339
KAF5826030	0.493371155729859	-1.00210788753819	5.37429154856875	32.0326859661947	2.3303036778597e-05	0.000146611292249415
KAF5843685	-0.125053881359809	-0.470633864780274	7.93760194925659	32.0228006018671	2.33373372392681e-05	0.00014661787180907
ACS95069	-1.04331401920463	-1.76284686657262	2.64970280749454	32.0209455450068	2.33437805867942e-05	0.00014661787180907
KAF5842609	0.031214761373975	-0.421371293053173	7.56376521579281	32.0172541022418	2.33566086688917e-05	0.00014661787180907
KAF5835247	0.406271059205319	-0.788041848784114	4.23942297466249	31.9735553561917	2.35090986867584e-05	0.000147464563597689
KAF5827528	0.172195222369224	-0.734318046650357	4.92216118559583	31.9524771229141	2.35830720971234e-05	0.000147817848608766
KAF5839974	0.357633425109812	-0.245144078946313	6.09497452672421	31.9198235731592	2.36982111454083e-05	0.000148428436897269
KAF5837019	1.44521599634821	-1.09199141082224	0.895459816316884	31.903853624585	2.37547636656617e-05	0.000148617602764611
KAF5842157	0.481303499935663	-1.19043683387274	2.11096062538669	31.9012753997302	2.37639085385496e-05	0.000148617602764611
KAF5840403	-0.335239417823614	-0.619023371524614	5.46544286533141	31.7550826765284	2.42893040093297e-05	0.00015176928993574
KAF5830434	0.572300618116824	-0.982603790895358	3.93915853886951	31.7474376575373	2.4317153731575e-05	0.00015176928993574
KAF5838015	0.450023056919033	-1.43653429203163	3.08121345550353	31.7460442013234	2.43222339495776e-05	0.00015176928993574
KAF5843798	1.38409814852721	-0.94901669780056	1.82176121749581	31.6531664883104	2.46636825700813e-05	0.000153785314848742
KAF5826417	-0.343931064668306	-0.571639498550142	8.25911223078563	31.5950426512275	2.48802391656486e-05	0.000155020180634778
KAF5831098	0.0405016246568933	-1.21319051204355	3.3373313277141	31.5754274983433	2.49538261306759e-05	0.000155363078080506
KAF5835897	0.157782225562061	-0.877115898610529	3.73549354441169	31.5273182605793	2.5135398519517e-05	0.000156377286183087
KAF5827744	0.322301298386614	-1.01756473784699	2.72026052129207	31.4916161414778	2.5271151378201e-05	0.000157105138560546
KAF5833422	0.627735808352358	-0.501828669480796	4.29173820358641	31.4422683921284	2.54602154376537e-05	0.000158163089076344
KAF5837598	0.418226457099823	-1.1229452189588	3.76777941016133	31.363409301233	2.57658174878571e-05	0.000159942887800827
KAF5831173	0.21514058121024	-0.491629522255971	5.43733601994598	31.346946145171	2.58301613710459e-05	0.000160223534311954
KAF5838569	2.4898854321054	2.34581001333555	2.7739051441423	31.3192017056948	2.5939025565826e-05	0.000160779718792174
KAF5837899	0.197837869137983	-0.723220796177354	4.68303371140181	31.2563579765959	2.61876191279177e-05	0.000162200534450579
KAF5841837	0.197691995878958	-0.795474567525871	6.38048227604574	31.1347910907466	2.66765222476657e-05	0.000165010758119324
KAF5838385	-0.157108694233946	-0.93882483871081	4.44731354263961	31.1314477565218	2.66901193319304e-05	0.000165010758119324
KAF5838173	0.0446757431417574	-1.45691739085552	2.28923713664975	31.1245726767381	2.67181054324943e-05	0.000165010758119324
KAF5838715	0.466660345846515	-0.326651572542799	5.62073886830784	31.1240692182048	2.67201561989256e-05	0.000165010758119324
KAF5827574	1.5206516434381	0.0589998080367944	4.72800564270762	31.0993466728926	2.68210885780298e-05	0.000165512008660591
KAF5835920	0.693174392233766	-0.631652189907805	3.91041557883531	30.9719323689315	2.73484523257672e-05	0.000168642076418244
KAF5827424	0.619122546910642	-0.943620930459594	3.64547645335944	30.955779476578	2.74161778355963e-05	0.000168935300364447
KAF5829954	-0.77732388760239	-1.24599887574867	4.58519925802223	30.8616400899867	2.78148396858735e-05	0.000171265784948165
KAF5833047	0.462603596705197	-1.43323371392261	1.94184906074392	30.8042766262531	2.80611129369455e-05	0.000172655223904468
KAF5837398	-0.072868089514487	-1.0203464410975	5.02182505738059	30.7207286271223	2.84244149587033e-05	0.000174762151882659
KAF5829636	0.184319068675193	-0.295607276455259	6.9652946470528	30.6547447266142	2.87152631940577e-05	0.000176420846652266
KAF5837757	0.146893652806013	-0.86458687399444	4.68447939271408	30.6371653866299	2.87933413922658e-05	0.000176770851040201
KAF5843313	0.321657773819003	-0.593160213399441	4.86049231811971	30.5452333993552	2.92057540903975e-05	0.000179171417401457
KAF5828519	1.27049172402503	-1.09301810394919	2.73890482107049	30.5199523473546	2.93203844356423e-05	0.000179742971642803
KAF5835861	0.543024449173462	-0.261381596771755	4.69980981055097	30.497696990551	2.94217346488006e-05	0.000180232337929083
KAF5831457	0.287788358952322	-0.978506139809519	3.0311434814633	30.4850339078436	2.94795862393613e-05	0.000180454718690359
KAF5839798	0.923340684780298	-0.151500809715072	4.81438027520397	30.4712161956765	2.95428658139339e-05	0.000180653343769613
KAF5843675	0.758734139924385	-0.914436736984505	4.53235717760232	30.4685312328444	2.95551804352006e-05	0.000180653343769613
KAF5833765	0.760508540747438	-1.06584624610261	2.74836684344083	30.4530303722731	2.96263937636247e-05	0.000180956543673664
KAF5836944	0.842981246801372	-1.03699038269806	1.85716834177826	30.4058475678774	2.98444067979503e-05	0.000182155293386323
KAF5841433	0.512345318405428	-1.476699778801	2.35049640832334	30.3675571632804	3.00227224324441e-05	0.000183098841838854
KAF5826418	0.951667733131427	-0.0822408904661346	3.468602113342	30.3597979715	3.00590092702594e-05	0.000183098841838854
KAF5840390	0.582176802798703	-1.09545987265992	2.40833149467528	30.3586048396022	3.00645936862221e-05	0.000183098841838854
KAF5829715	1.22774746444176	1.12374905079048	4.34083018931104	30.3497067084239	3.01062796938414e-05	0.000183219466683305
KAF5836542	1.5786615862039	-1.59127914313387	1.72202314275886	30.3272289321886	3.02118874580243e-05	0.000183728646022873
KAF5835375	0.81458969793642	-0.806836474075886	2.76598455168099	30.2044248789728	3.07966288480399e-05	0.000187148744538089
KAF5833754	0.131883202468113	-1.14346051547381	3.54216087659783	30.17779482374	3.09251839748628e-05	0.000187793684267948
KAF5834565	-0.171752889766755	-1.44782994932011	3.9551351072713	30.1608022453884	3.1007545290431e-05	0.00018815737990005
KAF5841489	0.366291489648045	-0.0967185136576255	8.56291882458956	30.1524277171498	3.10482308747699e-05	0.000188267838772863
KAF5828235	-1.05165165598627	-1.85875687124573	3.75806734290967	30.1341879894783	3.11370620620535e-05	0.00018866986809525
KAF5831953	0.456513433174308	-1.17028711361467	3.61635467145716	30.1120966613419	3.12450527523695e-05	0.00018918732592071
KAF5828708	-0.133194941587656	-2.13239068776381	2.28667021930553	29.9998210194242	3.18007693362221e-05	0.000192413036431737
KAF5839439	0.0354459887547048	-0.294556198077082	12.5543607611887	29.9763051323169	3.19186337711389e-05	0.000192986743104344
KAF5835163	0.277309461894764	-1.48531063246943	1.8472145207351	29.9491915890074	3.2055169732138e-05	0.00019353868861486
KAF5841696	-0.17798267856292	-0.92747766849504	4.18642843766387	29.9489983404449	3.20561453437796e-05	0.00019353868861486
KAF5839875	0.475942502838409	-0.449117116237526	4.31124121208726	29.9192381556513	3.22068076328576e-05	0.000194308218384402
KAF5831854	-0.174124659429012	-0.397377187404351	9.40197134269448	29.9048668073006	3.22798619855166e-05	0.00019460875757143
KAF5837087	0.417747040430481	-0.274485074648854	6.59669569021877	29.8893338961318	3.23590406803394e-05	0.000194945760185009
KAF5842904	0.220628439550007	-0.474156864160192	5.99162882518952	29.8814335760128	3.2399400211529e-05	0.000195048581862936
KAF5842257	0.645192015538587	-0.160696766884058	5.33422415190177	29.8594127376064	3.25122092877784e-05	0.000195587098114839
KAF5826475	0.310881399319477	-0.237274040734384	8.22224317156133	29.8290875289708	3.26683189193674e-05	0.000196385141874216
KAF5831964	1.68065742151672	-1.45376685663836	0.584315685983315	29.8230882133105	3.26993070823496e-05	0.000196430414280915
KAF5834009	-0.0663170692186907	-0.495212856452252	5.82925343947273	29.802952840991	3.28035655468008e-05	0.000196915453683806
KAF5841164	1.89586095308986	-0.609044299353163	1.19518117106773	29.7838793154217	3.2902687426012e-05	0.000197368986035405
KAF5833497	0.463387086256907	-0.434424350184806	5.11644784599449	29.7682857033229	3.29839871410441e-05	0.00019771503816686
KAF5830623	1.27224300958805	-0.462496799219996	2.00061192643794	29.7304186542331	3.31824004694441e-05	0.000198762104099517
KAF5830176	1.52014291296681	-0.706192841569628	1.41525437735443	29.6984018300474	3.33512584113412e-05	0.000199630763357092
KAF5836988	-0.64038063169904	-0.703070638338731	5.05924014987049	29.6840578935336	3.34272372616458e-05	0.00019990629926473
KAF5826615	-0.180738098787003	0.0559939063713901	12.4535345282896	29.6807033898943	3.3445035260316e-05	0.00019990629926473
KAF5828792	1.13728702981357	-1.12122608781649	2.68474737550241	29.5698391523974	3.40395816962825e-05	0.000203150628045875
KAF5832323	0.267070358024751	-0.572820039588301	5.71757083234805	29.5670858737843	3.40545048614335e-05	0.000203150628045875
KAF5831223	-0.00378329498983198	-0.262102928040329	12.5838814850953	29.565670121915	3.4062181441611e-05	0.000203150628045875
KAF5828848	1.93576706546555	-0.322004966599107	1.87851768326934	29.561489503688	3.40848617631305e-05	0.000203150628045875
KAF5833000	1.55036245530747	-0.0636638377389132	1.53442776992101	29.5434455102666	3.41829568745465e-05	0.000203590384685244
KAF5834424	0.632513596846586	-0.39123482624672	4.98604571850442	29.53434217619	3.42325728811139e-05	0.000203623344986532
KAF5840880	0.511612164635353	-1.29574565646706	3.01463602759454	29.5335080801808	3.4237123207671e-05	0.000203623344986532
KAF5839077	-0.823157789245011	-0.0127023766984717	6.00181549346948	29.5117037063058	3.43563280565006e-05	0.000204187289670075
KAF5827682	-1.15021967408589	0.365120787446184	3.796532973205	29.4021749069932	3.49625757977297e-05	0.000207588537154857
KAF5828144	-0.168765361437417	-1.06670991981243	4.18476431436291	29.399382228302	3.49781975072251e-05	0.000207588537154857
KAF5842620	-0.0313508127546927	-0.522028278559331	6.16984320408836	29.3302158780236	3.53677387344741e-05	0.000209751730993262
KAF5833397	0.22834188765215	-1.19345087266985	3.38662050272138	29.3161049501991	3.54478374510506e-05	0.000210077983591718
KAF5835612	0.313102344223667	-1.16774084671119	3.72031488127747	29.3037666885243	3.5518049127253e-05	0.000210345221634807
KAF5834563	0.929039793459736	-0.377825931861945	3.99994202899269	29.270770859928	3.57066208040835e-05	0.000211312538949396
KAF5840153	0.457211398431419	-1.53584795036589	2.00283296659415	29.2414685819628	3.58750737048048e-05	0.000212159510737313
KAF5833109	0.314072419667344	-1.74640600257189	1.758852871126	29.215722847052	3.6023854237482e-05	0.000212889029911556
KAF5840530	-0.00844185647010583	-0.90117382186232	5.37715087512864	29.2021624161098	3.61025101749877e-05	0.000213092766651212
KAF5839720	0.848985695354593	-0.980964633209477	2.11118088446365	29.2000835961059	3.61145860505106e-05	0.000213092766651212
KAF5841502	0.578502188671484	-0.538293058738507	4.74309061356616	29.1901001678921	3.61726462070677e-05	0.000213092766651212
KAF5829989	-0.780304881470076	-0.0296887380637264	4.34619148363023	29.1885047329372	3.61819348956112e-05	0.000213092766651212
KAF5834443	-0.119669467908762	-0.970575824277867	4.53034502436433	29.1878814998098	3.6185564148319e-05	0.000213092766651212
KAF5833676	0.651459022135688	0.417921423716303	6.11202300014482	29.1505875245721	3.6403520034225e-05	0.000214225633708081
KAF5827045	2.42648833502696	-0.561946783317139	1.78449643448352	29.1131277196389	3.66240044108793e-05	0.000215222872395382
KAF5841699	1.08050646926543	-1.12088430504158	2.59908086522904	29.1130634263914	3.66243841847885e-05	0.000215222872395382
KAF5832118	0.163277167910685	-0.721959279576069	4.07454467703997	29.1033912884542	3.66815694637939e-05	0.000215407757846992
KAF5832119	0.0362094414292809	-0.777438157930406	4.9013058356544	29.0707315973335	3.68754448736101e-05	0.000216394516728529
KAF5838655	-0.0559608790069875	-0.452652634267858	7.51694193873484	29.0421853743242	3.7045891575531e-05	0.000217242504239143
KAF5842634	-0.805030095534489	-1.17745741111171	3.852333859227	29.031944082578	3.7107267534854e-05	0.00021745014579207
KAF5841834	-0.082672545115137	-0.680787386737294	5.96855869563127	29.0017178074664	3.72891133797124e-05	0.000218362961847351
KAF5826793	0.187641412532582	-1.66437303869816	3.48570905017191	28.9693845991427	3.7484798744597e-05	0.000219355488949864
KAF5832045	1.3469554165736	-1.11401803262252	1.00941293505701	28.9535384911409	3.75811435579348e-05	0.000219760965255345
ACS95057	-0.531371246473725	0.691652801214722	7.47453325852195	28.9493636135555	3.76065754968844e-05	0.000219760965255345
KAF5841154	0.0311198928998965	-0.873764608446346	4.57922197726556	28.9445072982342	3.76361840488883e-05	0.000219780617311988
KAF5840851	-0.8868939855774	0.000672441129620265	4.0710690469648	28.9353301568667	3.76922113728722e-05	0.000219954409781486
KAF5842228	-0.484522062003577	-0.752415969576807	5.21945332543233	28.9285771180493	3.77335021081902e-05	0.000220042024132302
KAF5826310	0.851887021120339	0.0782270016247383	6.58099748547156	28.9022987599649	3.78946865222437e-05	0.000220828187151892
KAF5842966	1.90381391564461	-1.11632732642697	0.568410364215218	28.8960833772019	3.7932928600199e-05	0.00022089731856611
KAF5827514	-0.370801319393523	-0.646113397558487	6.11397098100551	28.8914284769073	3.79615991153778e-05	0.000220910653920899
KAF5841241	0.993128965576656	-0.919004033540652	2.02987520216807	28.8740389072572	3.80689313202127e-05	0.000221381410330181
KAF5838105	0.563618418825868	-0.883301086356386	2.54943040139243	28.8370403649604	3.82984867543635e-05	0.000222561782152006
KAF5834562	0.38312893566646	-0.935574945646875	3.1521232251273	28.7670190632277	3.87374113566268e-05	0.000224956368030786
KAF5842076	0.92771936759628	-0.196209039196856	3.12809160434341	28.7621229381492	3.87683236072568e-05	0.00022497986270767
KAF5839590	1.47784619269544	-1.81798153601352	0.797527794000508	28.7514429126444	3.88358541174631e-05	0.000225215680318308
KAF5828279	0.534167139339744	-0.995165325443326	2.08683870049148	28.7447360978669	3.88783326233733e-05	0.000225305991272061
ACS95074	-0.286524236347556	0.890743677127804	6.33076881076074	28.733016962428	3.89526888496922e-05	0.000225485676640959
KAF5837663	0.064304373319102	-1.34891948076742	3.27758678762278	28.7313636267202	3.89631925124753e-05	0.000225485676640959
KAF5842230	0.0647808631041349	-0.746483259410216	5.06387022854462	28.7099530354538	3.90995162543675e-05	0.000225966474790267
KAF5831456	0.621270098896704	-0.0304256260875849	5.36318988672327	28.7098393725276	3.91002414582155e-05	0.000225966474790267
KAF5826402	-1.12217879391726	-1.52172332304815	4.46940047084383	28.7050755002633	3.91306506656998e-05	0.000225986254258324
KAF5837088	0.840448001839948	-1.19028659022033	2.21291270141132	28.6887801720396	3.92348795268874e-05	0.000226432033878811
KAF5836954	0.0819203303344871	-0.453763038354378	5.20419249765728	28.683220754175	3.92705137450188e-05	0.000226481599242967
ACS95103	-1.05140863106004	-1.13256135840517	6.79034419516704	28.6704232106478	3.93526872701409e-05	0.000226799313971204
KAF5837890	0.452798333771747	0.278423591270298	9.49153637979718	28.663801354412	3.93952860218884e-05	0.000226888669289748
KAF5836842	-0.0235498831076988	-0.844087747975982	4.96008183617998	28.6508552717449	3.94787259566555e-05	0.000227076481061489
KAF5842558	-0.0736938218432068	0.232778657054821	13.4050095658451	28.6503278074711	3.94821299767767e-05	0.000227076481061489
KAF5827001	0.573951948063282	-1.3339436532359	2.56539657104553	28.6141643454455	3.97163400014973e-05	0.000228266733817803
KAF5835177	0.63595890090478	-1.30634710446237	1.74210688756372	28.6068412596017	3.97639665899309e-05	0.000228383714831332
KAF5836333	0.596459961731679	-1.56355834797754	2.02730277805304	28.5816423935069	3.99283656355577e-05	0.000229170756567622
KAF5831004	0.948574815098283	0.542496223103332	4.39814094539723	28.5752472239563	3.99702155076714e-05	0.000229253825110439
KAF5827702	0.217864914985029	-2.00526031998142	1.59210725492944	28.5592691614576	4.0075001801818e-05	0.00022969751203862
KAF5825529	0.369064162595606	-0.950023989959566	5.18928938701386	28.5520234306989	4.01226269694417e-05	0.00022981318621211
KAF5842201	-0.147916543160198	-0.870931287151259	4.49738580830238	28.5276481895658	4.02833323932781e-05	0.000230575957253117
KAF5837247	0.0357494279687281	-0.782282608548742	4.79589411605519	28.5175751824883	4.03499649646649e-05	0.000230799594681765
KAF5838198	-1.4516338508664	0.130619883393581	3.63738686995384	28.4870589701792	4.05526229216052e-05	0.000231800453478172
KAF5843426	1.03405990845361	-1.3992065336356	2.19856557569722	28.4715236907514	4.06562533243922e-05	0.000232234287406862
KAF5830892	0.141305014959135	-0.501871628576154	5.60954613234205	28.4656550433225	4.0695482218325e-05	0.000232299910086063
KAF5830503	1.26477563907379	-0.407900225862476	3.36351438032581	28.4514183218493	4.07908329221367e-05	0.000232685582350118
KAF5829786	0.408963010680722	-0.226919628211844	5.45648981734251	28.4454654647083	4.08307803458656e-05	0.00023275490443586
KAF5835818	1.16034161106693	-6.51002704841295	0.00800376761681232	36.6254811581331	4.16697434626463e-05	0.000237375803915783
KAF5827981	1.87220993088353	0.154494817507264	2.0124550780009	28.3054540891935	4.17837769897487e-05	0.000237863595181615
ACS95042	0.437133211424862	-0.64488562761927	10.9773745934411	28.2977701891924	4.18368324554179e-05	0.000238003828112547
KAF5833388	1.19564444846469	-1.01144408663071	0.961815395210294	28.29284582202	4.18708757654936e-05	0.000238035786598943
ACS95082	-0.371385149921673	0.448829900215729	11.1368474287063	28.248197105607	4.21810375699329e-05	0.000239636369478031
KAF5826657	0.218926406898956	-0.792569861081915	3.35076222552102	28.2116085043332	4.24372283180601e-05	0.000240928372837583
KAF5836304	0.346471328893273	-1.16419971040298	2.27174254785569	28.1814365620993	4.26498706180082e-05	0.000241971555931708
KAF5829789	0.248194088816596	-0.99455920464466	3.87816086346074	28.1689170496713	4.27384726745142e-05	0.000242310067824226
KAF5841535	0.546552662705038	-0.835021731227345	4.30812446810003	28.148305447519	4.28848164540797e-05	0.000242975272656606
KAF5840666	0.470446982731947	-0.862326778080161	2.68006367702029	28.0712686144595	4.34370376309305e-05	0.000245937628885336
KAF5837858	-0.217584828530775	-0.888618876151262	5.83542296740643	28.0637496601176	4.34913831626766e-05	0.000246078947705577
KAF5825853	0.486363450879711	0.422184973879718	6.64611460876205	28.0524755245925	4.35730206541722e-05	0.000246281975960222
KAF5842491	2.17103514251852	-0.767404003317189	0.158909834684179	28.0506734424628	4.3586086502633e-05	0.000246281975960222
KAF5832929	0.509851860465709	-1.64371095208314	2.56365753205247	28.0018102987134	4.39421311902088e-05	0.000248126369916931
KAF5843871	-0.0555578619829621	-0.486355737240939	6.67520967217019	27.9442398369858	4.43660303500382e-05	0.00025035117126093
KAF5825572	0.477245769273159	-0.0622157952586535	7.13186159789245	27.9314814868366	4.4460623138466e-05	0.000250715998761962
KAF5841296	0.0715925430210328	-1.1121977489299	2.86860425012361	27.8883748507813	4.47819868422599e-05	0.000252358248867486
KAF5832232	0.790654410009343	-0.240950226842441	4.65051531714583	27.8733154795155	4.48949005039664e-05	0.000252824409428524
KAF5832700	-0.906588080587794	-0.479984841459497	4.80338631532954	27.8172930507487	4.53179076305365e-05	0.000255035052754108
KAF5842487	1.43973480905035	-0.95287669929621	0.828282134291262	27.8020033256813	4.54341702021855e-05	0.000255517166053412
KAF5827902	0.232603288837392	-0.9393377566721	3.19160733710515	27.7973775412113	4.54694137602897e-05	0.000255517166053412
KAF5831066	0.852291282835702	0.903025633775298	4.11647936941757	27.7940068433545	4.54951151881583e-05	0.000255517166053412
KAF5839493	0.483862104023904	-0.615248844978276	3.14637564887131	27.7899297447079	4.55262257767698e-05	0.000255520519205543
KAF5839651	0.591032152974396	-1.59579148999498	2.26379450415403	27.7751638147327	4.56391082904616e-05	0.000255982513613078
KAF5842043	0.455454891686239	0.201692505700732	9.44874072057435	27.7040818051318	4.61871539941444e-05	0.000258883017099709
KAF5838952	0.349028089708181	-0.505588923070124	5.64638207704583	27.6868678383421	4.63210388718529e-05	0.000259459785627355
KAF5842050	0.500475332972979	-0.867071594271059	3.29958789293576	27.6433622282021	4.66614560317376e-05	0.000261191866851451
KAF5836845	-0.024963195277684	-1.21993624380135	3.36958844379104	27.6178754829981	4.68622510481991e-05	0.000262140608067882
KAF5842295	-0.220594925898154	0.0157721298912181	12.9083757944281	27.6115617454333	4.69121505414373e-05	0.000262244558500665
KAF5832859	0.366314894570701	-0.654337740787319	5.50528944349693	27.5728620202396	4.72193788626827e-05	0.000263785909670517
KAF5837703	0.419486245566428	-0.708318477572542	5.3159462412257	27.565917792834	4.72747581316894e-05	0.000263919216396511
